@relation GermanCredit-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute RESPONSE {0,1}

@data
-183052509.556731,-1092981990.768867,-512971979.322583,116484320.713602,-1446528156.667513,-327370583.93395,-1572227013.592392,651377111.14648,-1215564014.390145,-1321379957.142187,0
-121181332.409426,-753054725.919287,-348624969.954468,69850922.325989,-1004292405.983817,-221840147.329419,-1093195351.255727,449774018.787479,-845245314.396514,-920122265.271442,0
-52495159.988248,-373234417.553488,-165338344.49737,18496244.312049,-509363026.412187,-104339696.799532,-557134425.4219,224448525.590796,-430811283.25653,-470822969.48618,0
-35662096.500089,-282981753.35888,-121445996.881961,5471699.78452,-392700630.494198,-75956260.569033,-430679566.653711,170995926.459079,-333064460.794128,-365133171.38642,0
-498074134.815859,-2821837355.108698,-1348594824.629666,353983241.553358,-3694509043.906606,-863970313.29315,-4007924399.436496,1676448154.993198,-3098566388.592838,-3361423872.208046,0
-28680711.514063,-243268581.994681,-102460356.321022,348150.226577,-340690516.200627,-64067075.884562,-374336043.920899,147479622.747617,-289473075.741319,-317715779.464846,0
-258870214.476997,-1503156947.737451,-711820573.177718,174606394.458686,-1977542644.527429,-455270072.590267,-2148105631.602854,894263204.535061,-1660738618.595391,-1803049891.924201,0
-106503790.396238,-675931776.067592,-310757963.733823,58052244.546891,-904990054.045905,-197323070.148126,-985724289.467564,404129303.735566,-762191216.998141,-830395368.110362,0
-90125284.361912,-579744284.558824,-265056468.506283,46809559.453244,-777637823.773512,-168256133.175235,-848084100.17052,346833907.276051,-655726293.857495,-714414336.769554,0
-14147593.951168,-165875671.008659,-64583227.421618,-11168549.456838,-240613199.616663,-39576071.700552,-266129841.226528,101623061.033854,-205835818.786663,-227233968.350181,0
-72108543.203513,-477822772.457313,-216127095.812508,33630537.562036,-644010406.351085,-137149808.909189,-703527766.852062,286316225.024591,-543935331.572764,-592930274.334756,0
-53702173.260583,-392920177.563027,-173026006.078383,16843646.024503,-539263362.427412,-108686179.756877,-589402306.620169,236634941.960137,-455814104.075764,-498966906.099933,0
-23227822.147698,-206709027.516028,-85475929.940802,-2832254.362274,-290603704.007121,-53651625.851427,-320678308.686211,125543108.547615,-247916928.146224,-271899541.271352,0
-68871208.948353,-450818059.306744,-204346447.527779,32652874.707099,-605952470.660317,-130508511.428193,-662497434.700736,270110530.262232,-512109018.450279,-557486222.156352,0
-82265435.926569,-550485567.113557,-249006869.802096,38224907.881667,-744276694.941367,-157329107.619276,-811640138.904355,330034615.377983,-627636859.759378,-685184010.471662,0
-27869633.767022,-237030322.819474,-99422315.270946,-240588.436146,-331579383.700703,-62290924.985374,-365041676.050737,143666450.015885,-282255054.779966,-309527034.464639,0
-6769941.760638,-133835713.959865,-47958117.315785,-18418582.627959,-201865616.744226,-28644669.414449,-223957325.240041,83011144.329468,-173265026.592103,-192628819.406452,0
-28674782.617761,-252940798.281859,-105620160.666701,-1625156.93612,-356200141.94604,-65505495.591636,-391321359.285252,153501024.350616,-302663042.045462,-332739939.351648,0
-149558539.475822,-910198284.328472,-424147391.097276,90595526.008499,-1208744121.823226,-270469710.647565,-1315228556.002533,543007974.891011,-1016857657.555114,-1105908414.727714,0
-86017920.855708,-565638826.239927,-257014403.275152,41886815.309904,-762155356.946459,-162951093.017778,-831235924.395791,338866334.495148,-642734709.789977,-700949443.147809,0
-6223018.390011,-130380605.644008,-46278857.562506,-18767788.680119,-197093056.638456,-27510791.52507,-218921849.130009,80899657.729167,-169377399.954921,-188359453.550659,0
-47024734.597717,-346888653.887843,-151873173.22332,13309278.831918,-475972967.929641,-95701795.666909,-521437445.384111,208976045.42066,-403182519.363939,-440939921.693534,0
-110683040.322374,-698911190.871063,-321586323.093084,60867783.637947,-934480821.220765,-204357429.569912,-1018231037.058402,417710386.962575,-787299693.85816,-857376592.60951,0
-85709158.831593,-545955038.849454,-249812572.686703,44772532.925384,-730242422.125387,-159404463.169736,-797457176.666923,326533949.314636,-616454271.367163,-670692369.971978,0
3519009.669019,-84981350.731052,-23213727.502733,-27648547.871736,-140771467.604577,-12287624.73172,-157745699.51075,54283636.99422,-122140289.268369,-137870932.769429,0
-21474881.093109,-207676596.010358,-84457168.646535,-6307525.470192,-295391899.305206,-52635431.538192,-325762032.857639,126570044.775999,-251884272.395701,-277017964.46647,0
-42611355.7012,-334982059.780719,-144409455.273198,7687634.020745,-464651799.744724,-90202467.320697,-508875366.52307,202350669.426834,-393578325.58212,-431638314.211142,0
-111903305.638685,-716376227.70079,-328613813.480311,59716123.180813,-960903227.616921,-208440470.987141,-1046588826.687945,428537961.640579,-809263967.017704,-882067198.616252,0
-32141849.52917,-271581392.203601,-114504981.327995,743949.638175,-380124834.556542,-71446680.115919,-417595864.288523,164564099.896296,-322948034.372768,-354485775.075079,0
-136674304.003619,-832207476.824373,-387156987.627043,81926832.209429,-1104468408.06452,-247112204.545727,-1202987571.378365,496427097.661775,-930025683.988715,-1010951314.764321,0
-83116367.978373,-530357750.883064,-242389526.888407,42821710.957855,-709488761.86827,-155008815.427522,-775146733.918948,317314517.180506,-599164771.553408,-651698012.632455,0
-25635590.654305,-246175980.81971,-100871684.703918,-6086917.126831,-350662776.731066,-62266726.966604,-385341754.947286,149934582.156195,-298072382.233248,-328459673.187824,0
-34485748.780398,-278534968.476231,-118605478.732466,3414915.997085,-387110596.281342,-74611382.96933,-425476823.705492,168521202.380542,-328966622.372509,-360350425.205775,0
-47586421.513247,-371547911.735702,-160762520.865811,9570764.780143,-515250904.298412,-100368495.707464,-563617566.23775,224408484.322892,-435939289.245558,-478275356.432397,0
-22315125.486997,-226009682.425221,-91279636.007065,-8249611.990768,-323536459.231362,-56051656.981367,-356237173.619769,137823032.889385,-275561430.843514,-303863638.903847,0
-151614666.959549,-932074385.432896,-432976674.292474,89852425.217921,-1240327467.707926,-275596656.042349,-1349789059.524902,556300903.212794,-1043639144.653293,-1135635277.768369,0
3259884.676028,-84521673.797777,-22982433.972848,-27447117.563539,-139176254.140795,-12370903.706377,-156583727.633324,53911608.476913,-121206895.657211,-136467403.945291,0
-162555174.950683,-992822136.248658,-462263192.53382,97869318.761441,-1319704988.510803,-294619917.110049,-1435670815.235637,592428379.746288,-1110031610.223687,-1207613628.534739,0
-304914744.343468,-1776658218.515632,-840828262.730118,204849989.38756,-2339745709.166017,-537366157.573784,-2540810505.993126,1057231156.666169,-1964416208.369268,-2133510502.27372,0
-22209688.466008,-231360771.188406,-93047763.867995,-9566360.659677,-332567428.451784,-57052966.706236,-365898116.038766,141280017.055869,-283057215.200208,-312431037.946846,0
-6565077.039011,-131842775.560734,-46669583.234411,-18980779.822227,-198331775.987052,-28062691.206048,-221070750.613233,81744256.767811,-170980912.252257,-189682040.163419,0
4778347.916557,-71505343.712787,-17301412.309382,-27865735.192793,-120646166.994029,-9133783.298746,-136728199.215299,46070606.448255,-105793153.476916,-119250142.515405,0
-46753740.588166,-359105172.007742,-155646477.086649,10121895.811546,-496204608.885604,-97673273.471999,-543522793.553001,216750248.133386,-420324673.27964,-460469686.71003,0
-65540945.56413,-451221875.477953,-201605028.926806,26233303.257698,-612197407.075909,-127807279.331694,-669600530.228903,270959001.11034,-517709108.555478,-564917306.423081,0
-310324182.829519,-1802522886.562985,-853770210.923819,209508422.333842,-2371956058.727722,-546000515.102455,-2575977192.159241,1072435799.158509,-1991555293.925769,-2162502050.652239,0
-3134265.198432,-117525073.550062,-39147306.902563,-22424326.542773,-181269467.012083,-23029241.728791,-202450224.93908,73440204.602915,-156613173.935594,-174516061.259735,0
-183671.064038,-114994660.808767,-36105702.618334,-27095551.187658,-182673299.866349,-20250526.549357,-203524293.582283,72430547.091348,-157561274.497306,-176819388.176552,0
-171321575.180962,-1042471874.068695,-485950666.722413,103946643.510274,-1384652904.373035,-309933676.079759,-1506277169.090125,621964926.405515,-1164587012.936171,-1266678741.29825,0
-74966716.808641,-511290474.796613,-229386731.419426,31604641.641557,-692962232.095209,-145294384.557986,-757160898.690818,306886424.482026,-585440597.236885,-638914767.194589,0
-202426765.579969,-1212567627.675982,-568040526.393347,127521855.923827,-1605121726.022512,-362268678.342613,-1745651865.221829,722610939.66781,-1349653746.588216,-1467052150.060515,0
-8563603.786434,-163142236.952005,-58811336.084873,-21600699.704788,-245623209.365427,-34952948.908408,-272269059.285274,101063345.967396,-210675298.60523,-234272458.690979,0
-235201439.435297,-1387120825.916093,-653003722.857743,152855709.685185,-1830231385.570027,-417507981.152489,-1989935954.359201,826002902.117127,-1538427664.647441,-1670890695.983991,0
-239758227.887105,-1432796332.623655,-672319874.446826,152598891.735581,-1896661414.59295,-428662915.960453,-2061274125.613886,853818196.977236,-1593748962.759358,-1732769716.067663,0
-86191075.569973,-593114943.682107,-266111603.818807,36194555.850552,-806044004.202387,-167868540.509842,-879384567.346747,356154599.032527,-680048017.359499,-743144820.747028,0
-11818899.585155,-180652502.958836,-67303823.184453,-19193981.382599,-268272021.730364,-40571334.611774,-296880498.50767,111476231.057909,-229678212.209461,-254759629.298413,0
-557619036.726401,-3179537332.811555,-1516253054.11387,391871034.209818,-4168592492.118755,-970359116.685129,-4522894949.01135,1889529990.53638,-3496819312.389245,-3794806961.633034,0
-16871863.246413,-210640717.896348,-81365120.255574,-15870714.02322,-307824610.908536,-49417682.527528,-339888631.258225,129278712.288349,-262953297.4883,-290979292.64094,0
23025000.842815,2761307.695923,22490471.506719,-46968488.78216,-32287239.01603,17543637.567067,-41150775.717715,2981406.265414,-32034055.325375,-41294334.343542,0
-10459760.400535,-182548789.605581,-66838420.75045,-21986171.773105,-273742647.889441,-39657907.484973,-302733529.520254,112878973.788644,-234292267.123393,-260579323.795387,0
-68266056.532979,-496259719.950292,-218918586.168482,22234632.118946,-680359549.141467,-137460205.098445,-743504832.844972,298733102.566309,-575010252.9231,-629359100.193389,0
-39003968.923656,-336289621.638441,-141540737.003747,41129.373957,-472585602.486718,-87801291.708737,-518351991.153655,203935758.057033,-400935696.179523,-440813386.096592,0
-239607870.339668,-1406381685.831843,-662836646.314289,156742521.64893,-1853425171.525344,-424380728.137191,-2015569267.151103,837304623.534112,-1558152690.842253,-1691575224.016744,0
-42344505.360814,-358503540.931456,-151680091.709894,1801679.965491,-502701981.92718,-94067019.560369,-550979616.825437,217217961.17621,-426200927.367834,-468513070.992576,0
-448525354.249964,-2597552226.936452,-1232739649.30597,306370271.704813,-3417634153.027884,-787719337.539637,-3708781144.319212,1545206325.895487,-2867509508.252388,-3114425953.097801,0
-140933474.367274,-895703015.381978,-411856192.230855,76807562.678888,-1199875345.872406,-261355474.661376,-1306528536.213436,535600777.579942,-1010259385.782196,-1100885381.532107,0
-13070052.051662,-192596365.391025,-72105998.176235,-19571319.735232,-285157054.066188,-43542809.682778,-315594321.662774,118723831.223306,-244159322.656273,-270655628.855135,0
2424672.425015,-118263955.123136,-34734902.874847,-33177932.464583,-192099792.227379,-18881049.307563,-214495848.968951,75022869.285363,-166082273.514432,-187051876.441309,0
-28052242.745926,-262791526.283936,-107629307.919259,-6207858.256231,-372297105.360409,-67156800.065172,-410473675.842019,159945668.901057,-317384773.725724,-348784815.837243,0
-13006633.772284,-193430038.405229,-72315699.920914,-19873526.628772,-286536440.588204,-43578313.109355,-317194385.414397,119248280.600963,-245389607.229286,-272037200.433231,0
-12928917.053841,-191067936.104101,-71417040.895061,-19629594.988771,-282789734.327322,-43175919.792935,-313220354.364505,117791011.977546,-242294711.865433,-268489663.979738,0
12660488.992398,-54121847.213572,-4730141.707462,-39569820.624885,-105929237.176921,-152771.621965,-121477912.525198,36709688.625911,-94105780.023925,-108268298.976806,0
-47125807.782382,-387446651.897731,-165141533.934759,4616193.041759,-541055743.897172,-102754236.496366,-592813038.321276,234499909.689862,-458529994.306213,-503590475.239659,0
-495549715.551828,-2857015354.370843,-1357735958.026228,341271328.894254,-3755262512.868356,-868047995.515537,-4074920988.775158,1699079675.218537,-3150579661.465153,-3421060853.914207,0
-89669156.197553,-617964905.524313,-276917206.641012,37170208.582247,-839702496.438184,-174723855.062206,-916597957.552195,371068121.267898,-708808235.087282,-774418066.457947,0
-299286042.468983,-1775295704.312467,-835360444.977247,194004380.294448,-2346879738.020697,-532825381.436016,-2549412960.568333,1057484445.330488,-1971184739.044026,-2142763413.038402,0
-14415130.706263,-209101687.27228,-78701161.999711,-20405145.993175,-309441439.994009,-47262937.920669,-342026489.808085,128810053.193452,-264639701.542031,-293523569.660963,0
-166010930.467821,-1041166714.126471,-480782192.954125,93850562.202504,-1391235853.891048,-305360889.331913,-1514295586.029953,622105861.751731,-1170910682.124286,-1275371048.642134,0
10635757.219323,-80473934.292531,-15285140.173114,-40984363.85795,-145149288.504872,-6126389.693184,-163835169.569442,52873078.510457,-126947774.467864,-145137336.054342,0
-225607870.456453,-1349595274.223404,-632341313.457436,142023383.112195,-1785916458.318943,-403898208.635079,-1942592767.54474,804353907.628808,-1501842681.899274,-1632063245.998797,0
-211291448.888963,-1289727755.378909,-600878456.565461,127892280.972019,-1714426487.222715,-382555811.312204,-1864547604.582599,769502297.045108,-1441676446.939417,-1568667763.702763,0
-7390807.592511,-166676681.636667,-58630610.102997,-25204752.638556,-252828829.633533,-34784992.659696,-281032643.909163,103554297.872504,-217416541.424844,-241867394.576296,0
-277053403.368372,-1647866210.626426,-774445430.172396,177821049.91094,-2179383814.945648,-494547501.8853,-2368296852.490347,981905200.791426,-1831046476.387081,-1990169544.462684,0
-347661059.161933,-2051398717.306391,-967238408.83497,228225399.981914,-2709328983.349831,-617152209.605656,-2942174768.294262,1221626520.251797,-2274861965.160783,-2472521941.952591,0
-29253498.770715,-298719924.781082,-120714704.253832,-11055260.617468,-428493489.104169,-74031462.326774,-471207305.519702,182269011.808152,-364531352.699554,-402286958.19666,0
-362914130.704677,-2134988753.942789,-1007613657.450417,239711315.135865,-2817894829.793991,-643054818.082814,-3059908665.290374,1271164289.460013,-2365876657.065691,-2571084617.896684,0
-89675058.746018,-604259304.111611,-271805281.663598,39093251.858838,-816748135.96505,-172546584.216819,-892899840.716809,362472177.649516,-690309887.768157,-752689827.119526,0
-125532834.336401,-807732514.162925,-369215641.290769,64938121.835987,-1083541728.397821,-234654345.528085,-1181797276.335412,483319739.642346,-913722844.566994,-995384880.998229,0
-10033650.913897,-195598448.649147,-70464866.699862,-26070313.124123,-295077688.863824,-41646553.644856,-326755617.918408,121194341.76823,-252873030.973986,-281469062.374026,0
-71309639.159884,-519219437.017471,-228523624.762938,22314197.190685,-711480948.248508,-143915721.823579,-778453908.001231,312618884.157558,-601961133.581036,-658408162.622545,0
-122244653.325206,-809874805.908197,-367594073.985633,58742726.318467,-1093297853.900223,-232635260.450792,-1191701280.062099,485395272.125814,-921512271.359792,-1005679297.128457,0
-131255232.135175,-857250729.333318,-390774531.423311,65902018.480155,-1154222086.411924,-247637108.792806,-1257761609.386732,513414990.979622,-972569316.174604,-1060789708.750929,0
-310754847.475476,-1835597684.42698,-864561766.572326,202450546.764025,-2424046548.638255,-552269479.57968,-2633829052.780979,1093256694.358432,-2036330323.800421,-2212623282.244486,0
-3352450.04564,-162888747.118768,-54056753.10689,-31938821.760109,-253814334.578375,-30958458.400966,-282071401.145421,101949612.509764,-218347987.79516,-244353923.833323,0
-456244231.203119,-2645783469.093973,-1254621083.247968,310141113.816294,-3481487800.099709,-801888175.208169,-3779174800.120507,1574008997.166189,-2921883587.852415,-3173181932.672763,0
-49773329.211759,-421669339.29108,-178605140.807128,2305648.658834,-591670246.749875,-110750981.092658,-648031356.647629,255550869.33144,-501286116.068513,-551244498.754663,0
-1610469.711874,-137941424.364613,-44086202.964129,-30581933.891202,-216205739.791501,-25614322.182392,-241790975.186181,86672970.300582,-187055766.658867,-208941491.254358,0
-172862201.125544,-1090552756.868524,-502716076.327323,96273160.16166,-1459033464.749565,-319164217.871783,-1588150741.052024,651854238.397406,-1228039684.630662,-1337954793.048154,0
-33535045.431666,-331569348.970111,-135139638.252662,-9794145.572622,-474088527.077449,-82853068.252544,-520771002.280479,202068547.018346,-402893494.317965,-444518875.225987,0
-245660278.638896,-1470022988.219432,-688914302.35451,154597898.477978,-1945833173.531476,-440292633.076584,-2116117341.524816,876294499.644867,-1635981009.504053,-1777935507.739653,0
13948762.854677,-50146901.720942,-1805398.572058,-42098655.273718,-101024723.53588,1276268.796928,-117363554.664795,34520965.8433,-90834573.795095,-104343283.45488,0
-47781883.886523,-401976486.958967,-170145706.844854,2212377.121075,-562943152.760918,-105893309.95334,-617400122.74765,243552443.121862,-477524856.16228,-524563761.123012,0
-12797001.821797,-214813985.77749,-78990112.295315,-25064044.892221,-321155913.801881,-47081765.242664,-355349575.819723,132739114.367121,-274977300.322198,-305565132.546819,0
-118462429.461855,-801607472.941092,-361745071.303241,53353930.701118,-1086594549.181656,-228315276.878789,-1184415599.851622,480951989.35738,-915959413.573634,-1000641195.820144,0
-42868480.973272,-382743828.706576,-159765449.443396,-2948941.382594,-540488746.714233,-98784184.402467,-592949766.538554,232419879.054669,-458677835.59689,-504817240.920951,0
-55694341.359378,-447611867.380556,-191813547.904441,7663163.730127,-622874455.976956,-119721610.575549,-682479644.713959,270678382.31982,-527839822.650134,-579199726.608236,0
-43182696.71209,-390472330.546951,-162642118.190636,-3897716.740483,-552548724.3375,-100406548.664033,-605909037.037301,237238451.228978,-468739258.293115,-516235626.449566,0
-8583679.702568,-203609827.013958,-71794475.127381,-30672981.14244,-310447030.119013,-41975802.501894,-343711736.938499,126537783.418559,-266058492.829126,-296856429.414772,0
-124075510.250652,-824157779.113937,-373519491.372745,58748398.330271,-1112758674.594079,-236518790.790786,-1213514267.832621,494013616.86026,-938353005.337009,-1023910598.591497,0
13200741.964961,-64002654.678904,-7037993.865815,-43619560.738233,-122142733.298977,-1742740.698112,-140353537.445281,43127096.593286,-108635881.52464,-124301779.136294,0
-614847790.435989,-3536620969.405763,-1682139302.066771,425558104.390325,-4646312320.588546,-1075473834.450805,-5041333266.452192,2102931975.78819,-3897756325.959155,-4232033380.483907,0
-126541117.788751,-844080444.955275,-382244890.454743,59275254.473556,-1140849165.965329,-241943935.800069,-1243859783.90068,506113348.756637,-961843822.215002,-1049840762.694495,0
-62064260.45966,-487048359.594248,-210078042.549487,11209590.320775,-675474469.488097,-131567828.828678,-739783455.987985,294299590.397334,-572118989.469201,-627295921.400425,0
-147918209.803499,-974180992.693631,-443329408.858266,73060359.771154,-1314160709.901457,-280305530.532722,-1431463260.163941,583650486.984002,-1106976084.371377,-1208235037.309639,0
-82705978.960441,-608090359.03707,-267426328.359645,25312562.632968,-835318229.691253,-167846008.434762,-912948721.214836,366284405.200225,-706063815.932653,-773085653.235178,0
-731494681.870431,-4178520288.143419,-1992043530.030644,512921944.523005,-5481379820.414968,-1274593926.283299,-5946386213.800756,2483631118.154653,-4597409300.621624,-4990017919.598988,0
-584569301.01348,-3360191781.767401,-1598140874.737049,404056156.691717,-4413465098.573982,-1022871824.283808,-4789573285.676454,1998168049.811285,-3702960374.391021,-4019752001.159172,0
-47726526.660962,-418877882.815535,-175586963.161196,-1638307.524679,-590219361.716364,-108816170.579788,-647359099.87493,254228491.329076,-500745559.061833,-550844591.660059,0
-90992219.834362,-651481861.442965,-288575985.514334,31833272.128632,-890902521.750469,-181605183.733762,-973391257.217845,391918713.958098,-752776810.187251,-823457334.405132,0
-2918404.683105,-183667622.28103,-60490571.677618,-37334710.074489,-288042178.038483,-34303537.769793,-319595263.749962,115164693.636267,-247435240.80101,-277422582.248374,0
-243535934.013535,-1480596304.130637,-690504371.242519,148252126.944028,-1966381197.975119,-440336804.48515,-2138826853.491622,883319366.207659,-1653651843.398708,-1798666564.043093,0
21071290.152172,-32985148.374546,9877352.141216,-52132767.979879,-85558218.804537,9664223.152204,-100921078.93731,25146059.630151,-78221979.276211,-92242520.903677,0
-387252184.851787,-2277888828.659833,-1074662831.520718,255164625.338185,-3005793920.048406,-686249157.409001,-3264905883.241067,1356251821.856614,-2524294264.377788,-2742761059.010364,0
-15039039.410958,-252681576.689682,-93423885.07563,-28721143.399244,-378491033.34775,-55300615.6016,-417678768.329292,156143959.663957,-323283172.862603,-359789164.769112,0
-27924240.241691,-312455162.768217,-123662213.38645,-17117199.43578,-452291835.695305,-75307423.570832,-498203420.184691,191140995.809965,-385449755.474476,-426051355.021618,0
23721309.221085,-36841132.353904,10528952.822363,-57480752.219715,-96732823.634315,11198965.028623,-112588575.245163,28071245.973538,-87387458.557562,-103858521.032963,0
-217880807.1875,-1339446444.064527,-622118669.72945,128898114.962395,-1782308755.337183,-396190276.622435,-1939841371.783709,799481595.169168,-1499825032.980263,-1631876294.856624,0
-87813369.041665,-646127987.90494,-284261026.000694,27025516.664292,-887889826.53589,-178288614.049258,-970063695.43063,389209589.959982,-750259277.32043,-821682848.755282,0
-12671966.771789,-224289774.625383,-81587930.845935,-27999944.378025,-336124178.912786,-48746259.289357,-372584416.660293,138757917.392514,-288279386.146427,-320249118.17018,0
-98870836.663729,-708998675.393474,-314381637.997899,34977479.348873,-970399757.74758,-197488204.694587,-1059385937.724249,426575813.976575,-819322959.396962,-896701511.327066,0
-36022952.350031,-361989848.313782,-146857986.729246,-12066814.924037,-518351474.163264,-89959915.091058,-569802430.289008,220705376.350444,-440824184.24186,-486400752.331579,0
-119520657.856488,-823398811.222246,-369540076.684955,50317647.915979,-1119515693.466869,-232899411.37233,-1220950094.632854,494466926.989423,-944218455.386818,-1032078970.432418,0
-411037464.200476,-2427818670.494498,-1144383123.216089,269403418.12997,-3207189030.500492,-729991114.530092,-3482777193.079215,1445836245.429809,-2692880111.040875,-2927108759.849462,0
-117529436.352989,-801608922.471784,-360361759.828737,50641000.395379,-1087416339.200034,-227704991.143675,-1186629547.600311,481149033.074678,-917607650.105715,-1002165223.188972,0
-47044786.832701,-421622391.273574,-175718813.690344,-3770755.089972,-595518566.51561,-108718921.369246,-653591398.379019,256066107.671013,-505572530.335087,-556379429.505745,0
-50179378.595337,-447010038.420171,-186861929.742684,-2849935.989383,-631265759.559328,-115279880.537874,-692107573.185258,271367846.276219,-535432633.136982,-589510174.335686,0
5453133.128706,-137610233.068501,-37889783.390766,-44171009.03924,-227612705.541645,-20083349.387251,-254905428.717717,87854731.4788,-197363020.255929,-222782368.279305,0
-257583716.644367,-1569024118.721262,-731314529.022799,156405531.625852,-2084548670.052674,-465798206.797409,-2267385576.380477,936027975.048763,-1753111033.103111,-1907161131.204965,0
-54290768.88821,-456131558.195812,-193048952.656656,2506859.466148,-638543766.254861,-120239082.956909,-700505928.049804,276358203.201107,-541781582.07063,-595018823.350843,0
4446756.450221,-151356747.434696,-43420008.640649,-44933849.682354,-248297761.023312,-23186701.314668,-277079669.091178,96310794.027487,-214571591.829743,-242174901.135818,0
-302978609.076274,-1823794039.035925,-853749461.329455,189456778.007132,-2417934665.687254,-544435968.756591,-2628336663.135065,1087415607.690398,-2032172146.265537,-2209958786.037365,0
-151487358.414314,-991717650.093609,-451485992.223202,75368799.596629,-1335430072.387583,-285919667.867685,-1455765027.77635,593899599.871827,-1125696879.495723,-1227812498.549551,0
-292260860.162366,-1781131387.843505,-830970106.22657,178562610.945977,-2367908393.043343,-528702878.337857,-2573645211.965954,1062652451.430975,-1990033406.769148,-2165860536.642455,0
-20826642.2257,-284998349.533361,-108427139.048612,-25135726.466385,-419885006.025851,-65073482.543652,-463666906.22103,175242669.133453,-358784432.254901,-397807800.365907,0
-62699092.141449,-292383995.277061,-148145533.533213,56367945.068851,-362488708.79834,-98334043.820283,-394513222.530152,171533346.203156,-304558270.431117,-324998147.523766,1
-98855388.288326,-503575183.49113,-248474630.234044,81340775.747841,-641375224.223107,-161942502.363268,-696355723.034369,297175183.326662,-538022527.93125,-579131014.922076,1
-345492155.217602,-1857465855.830344,-902867111.417902,267354680.062759,-2401870743.990703,-581967289.58902,-2603835322.206254,1099893922.88644,-2012666585.456575,-2176836711.514486,1
-392919011.987441,-2128472807.790572,-1032443397.674521,301236016.364697,-2757925954.240785,-664487923.441947,-2989242511.099287,1260953441.840926,-2310713200.574995,-2500782103.632317,1
-131332247.491359,-677683505.778133,-333180231.45327,106568203.4725,-866301517.768679,-216547882.820397,-940255142.178412,400253495.496064,-726530536.524334,-782948399.294949,1
-303539118.857735,-1635147835.690243,-794290970.875674,234295631.145531,-2115390041.789493,-511719117.950974,-2293273883.854831,968320713.708105,-1772651643.329284,-1917555907.434955,1
-141425533.370882,-731402025.866767,-359365633.247664,114435912.631912,-935601455.158068,-233540580.415782,-1015384802.150919,432067699.983792,-784593541.42126,-845687339.310613,1
-70645998.864408,-370984557.268878,-181420555.892811,56128547.177438,-476440333.431581,-117487361.173372,-517032316.419723,219330273.424146,-399556432.509972,-431212686.067044,1
-65198564.234739,-335051757.926492,-164864913.361521,53063826.700826,-427697136.097753,-107265477.673821,-464408993.259026,197832276.730722,-358818586.983777,-386472996.629515,1
-113706703.763238,-580668817.900401,-286254550.808756,93259879.977752,-739950695.690494,-186405642.830778,-803503504.571837,342696581.775032,-620807497.805656,-668329074.264591,1
-348623463.697752,-1894202641.886417,-917999877.131519,266142198.858308,-2456296677.242941,-590586712.192398,-2662249332.300803,1122397440.242776,-2057971699.343514,-2227707387.07361,1
-151716828.002427,-808869645.182717,-393908080.234796,118431891.592357,-1043293223.234,-254319631.765788,-1131596467.070431,478671385.540199,-874620867.931279,-945179846.563887,1
-99398570.935639,-510477077.103805,-251224818.497004,80961663.98971,-651545101.663276,-163492185.42797,-707428764.169512,301397592.043613,-546594881.25694,-588721447.986995,1
-119669704.646827,-628460549.014198,-307360620.824616,94951293.022719,-807326988.965388,-199308547.374024,-875994247.90232,371653301.470702,-676951789.643993,-730531356.913737,1
-103555635.904602,-534539492.525879,-262647261.476293,83748089.68668,-683277079.934535,-170906723.148094,-741827839.526091,315747673.609684,-573191346.461638,-617581977.940259,1
-84123121.985051,-430919191.14847,-212188029.474707,68604981.981036,-549565623.554902,-138254987.063091,-596846181.159228,254407974.708198,-461128184.589355,-496469692.362042,1
-92217891.787523,-488350071.916936,-238209638.57251,72434922.347746,-628658588.243641,-154102617.208661,-682117109.168869,288894008.576781,-527169579.993503,-569281927.316794,1
-63627069.099778,-327130307.590726,-160807552.273668,51538546.454273,-417518211.614003,-104800989.469246,-453565797.100351,193176057.496377,-350433752.176427,-377350098.166187,1
-24448923.612089,-107242887.635845,-55208846.063998,22952751.229759,-129940281.957483,-37157566.368896,-142096211.637607,62600880.46448,-109605964.163168,-116007391.048052,1
-24803889.354985,-104037589.043025,-54319301.073322,24075359.786602,-123964090.512714,-36963261.900312,-135871019.475125,60531392.712047,-104735365.449199,-110194397.427512,1
-107731642.249356,-570444975.952347,-278265994.425532,84618248.465016,-734322359.723749,-180075063.061065,-796761216.233364,337472198.44797,-615765031.579261,-664952627.126227,1
