@relation 'AT: credit_rating_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R27-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute '-0.5310.521v21-0.319v18+0.277v14-0.256v13+0.234v7...+0.4620.577v23-0.43v22+0.311v28-0.306v30-0.271v13...-0.312-0.549v1-0.479v6-0.316v21+0.248v17+0.225v29...+0.26 0.481v13-0.405v12-0.277v27+0.25 v21-0.225v14...-0.207-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4......' numeric
@attribute '0.6280.548v20-0.397v16+0.342v29+0.316v2+0.208v18...+0.4940.398v4-0.391v28+0.342v30-0.329v21-0.322v22...+0.3060.428v15-0.35v20+0.341v31+0.34 v28+0.279v29...-0.2210.479v24+0.381v8-0.291v31-0.279v14-0.274v9...-0.2090.475v24+0.382v28-0.299v15-0.271v3+0.26 v7......' numeric
@attribute '-0.37-0.549v1-0.479v6-0.316v21+0.248v17+0.225v29...-0.3260.45 v17+0.397v18-0.377v19+0.292v6-0.287v30...+0.322-0.601v10-0.328v15-0.284v27+0.258v6-0.244v21...-0.3170.388v7+0.371v29-0.348v5+0.306v16-0.275v4...+0.275-0.485v1-0.416v31+0.279v19-0.265v8+0.243v18......' numeric
@attribute '-0.4190.521v9+0.347v31-0.345v6+0.331v18+0.326v19...+0.3650.428v15-0.35v20+0.341v31+0.34 v28+0.279v29...+0.362-0.455v7+0.323v19-0.296v9-0.29v15+0.285v17...+0.3130.45 v17+0.397v18-0.377v19+0.292v6-0.287v30...-0.3020.388v7+0.371v29-0.348v5+0.306v16-0.275v4......' numeric
@attribute '-0.411-0.446v29-0.344v13+0.338v31-0.306v12-0.262v1...-0.3450.526v2+0.375v19+0.279v1+0.238v22-0.224v21...-0.3440.475v24+0.382v28-0.299v15-0.271v3+0.26 v7...+0.3340.386v25-0.319v23-0.317v16-0.305v26-0.292v13...-0.320.518v8-0.463v5+0.36 v14-0.338v31-0.226v27......' numeric
@attribute '-0.6270.394v18-0.331v9+0.287v7-0.274v10-0.249v12...+0.311-0.446v29-0.344v13+0.338v31-0.306v12-0.262v1...-0.2740.386v25-0.319v23-0.317v16-0.305v26-0.292v13...-0.2570.548v20-0.397v16+0.342v29+0.316v2+0.208v18...+0.2410.45 v17+0.397v18-0.377v19+0.292v6-0.287v30......' numeric
@attribute '-0.386-0.485v1-0.416v31+0.279v19-0.265v8+0.243v18...+0.345-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4...+0.3150.45 v17+0.397v18-0.377v19+0.292v6-0.287v30...-0.312-0.39v22-0.353v11+0.289v26-0.283v3+0.278v21...-0.2950.421v2-0.377v15+0.327v18-0.321v19-0.244v23......' numeric
@attribute '-0.4240.577v23-0.43v22+0.311v28-0.306v30-0.271v13...+0.3520.428v15-0.35v20+0.341v31+0.34 v28+0.279v29...-0.347-0.549v1-0.479v6-0.316v21+0.248v17+0.225v29...+0.337-0.39v22-0.353v11+0.289v26-0.283v3+0.278v21...+0.2540.475v24+0.382v28-0.299v15-0.271v3+0.26 v7......' numeric
@attribute '-0.4820.421v2-0.377v15+0.327v18-0.321v19-0.244v23...+0.3840.479v24+0.381v8-0.291v31-0.279v14-0.274v9...+0.3080.518v8-0.463v5+0.36 v14-0.338v31-0.226v27...-0.2860.521v9+0.347v31-0.345v6+0.331v18+0.326v19...-0.261-0.601v10-0.328v15-0.284v27+0.258v6-0.244v21......' numeric
@attribute '-0.471-0.389v26-0.36v11+0.348v20+0.331v25-0.307v3...-0.352-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4...+0.32 0.428v15-0.35v20+0.341v31+0.34 v28+0.279v29...+0.314-0.363v1+0.333v2+0.285v25-0.285v5+0.284v4...+0.3  -0.601v10-0.328v15-0.284v27+0.258v6-0.244v21......' numeric
@attribute '0.569-0.363v1+0.333v2+0.285v25-0.285v5+0.284v4...+0.3230.386v25-0.319v23-0.317v16-0.305v26-0.292v13...+0.316-0.389v26-0.36v11+0.348v20+0.331v25-0.307v3...-0.3030.479v24+0.381v8-0.291v31-0.279v14-0.274v9...-0.3030.481v13-0.405v12-0.277v27+0.25 v21-0.225v14......' numeric
@attribute 0.418-0.39v22-0.353v11+0.289v26-0.283v3+0.278v21...-0.3820.386v25-0.319v23-0.317v16-0.305v26-0.292v13...+0.349-0.389v26-0.36v11+0.348v20+0.331v25-0.307v3...+0.3470.373v18-0.361v27+0.349v12-0.284v6-0.278v9...-0.294-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4...... numeric
@attribute '-0.4820.475v24+0.382v28-0.299v15-0.271v3+0.26 v7...+0.3250.479v24+0.381v8-0.291v31-0.279v14-0.274v9...+0.31 0.421v2-0.377v15+0.327v18-0.321v19-0.244v23...+0.306-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4...-0.2630.373v18-0.361v27+0.349v12-0.284v6-0.278v9......' numeric
@attribute '-0.4680.526v2+0.375v19+0.279v1+0.238v22-0.224v21...+0.404-0.601v10-0.328v15-0.284v27+0.258v6-0.244v21...+0.3690.518v8-0.463v5+0.36 v14-0.338v31-0.226v27...+0.3620.388v7+0.371v29-0.348v5+0.306v16-0.275v4...+0.25 -0.389v26-0.36v11+0.348v20+0.331v25-0.307v3......' numeric
@attribute '-0.395-0.446v29-0.344v13+0.338v31-0.306v12-0.262v1...-0.3530.481v13-0.405v12-0.277v27+0.25 v21-0.225v14...+0.3490.518v8-0.463v5+0.36 v14-0.338v31-0.226v27...-0.32-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4...-0.311-0.485v1-0.416v31+0.279v19-0.265v8+0.243v18......' numeric
@attribute '0.4050.373v18-0.361v27+0.349v12-0.284v6-0.278v9...-0.390.428v15-0.35v20+0.341v31+0.34 v28+0.279v29...+0.316-0.455v7+0.323v19-0.296v9-0.29v15+0.285v17...-0.256-0.389v26-0.36v11+0.348v20+0.331v25-0.307v3...-0.242-0.485v1-0.416v31+0.279v19-0.265v8+0.243v18......' numeric
@attribute '0.5030.373v18-0.361v27+0.349v12-0.284v6-0.278v9...+0.4370.521v9+0.347v31-0.345v6+0.331v18+0.326v19...-0.344-0.39v22-0.353v11+0.289v26-0.283v3+0.278v21...+0.31 -0.485v1-0.416v31+0.279v19-0.265v8+0.243v18...-0.294-0.601v10-0.328v15-0.284v27+0.258v6-0.244v21......' numeric
@attribute '-0.3760.479v24+0.381v8-0.291v31-0.279v14-0.274v9...-0.3160.386v25-0.319v23-0.317v16-0.305v26-0.292v13...-0.2860.475v24+0.382v28-0.299v15-0.271v3+0.26 v7...-0.268-0.549v1-0.479v6-0.316v21+0.248v17+0.225v29...-0.2660.548v20-0.397v16+0.342v29+0.316v2+0.208v18......' numeric
@attribute '0.407-0.363v1+0.333v2+0.285v25-0.285v5+0.284v4...-0.3490.45 v17+0.397v18-0.377v19+0.292v6-0.287v30...-0.3250.521v21-0.319v18+0.277v14-0.256v13+0.234v7...+0.319-0.549v1-0.479v6-0.316v21+0.248v17+0.225v29...-0.288-0.446v29-0.344v13+0.338v31-0.306v12-0.262v1......' numeric
@attribute '-0.3970.518v8-0.463v5+0.36 v14-0.338v31-0.226v27...+0.3690.479v24+0.381v8-0.291v31-0.279v14-0.274v9...-0.3540.386v25-0.319v23-0.317v16-0.305v26-0.292v13...+0.3360.388v7+0.371v29-0.348v5+0.306v16-0.275v4...-0.305-0.485v1-0.416v31+0.279v19-0.265v8+0.243v18......' numeric
@attribute '0.3980.475v24+0.382v28-0.299v15-0.271v3+0.26 v7...+0.3140.481v13-0.405v12-0.277v27+0.25 v21-0.225v14...-0.295-0.601v10-0.328v15-0.284v27+0.258v6-0.244v21...+0.2880.421v2-0.377v15+0.327v18-0.321v19-0.244v23...+0.2820.45 v17+0.397v18-0.377v19+0.292v6-0.287v30......' numeric
@attribute -0.4360.521v9+0.347v31-0.345v6+0.331v18+0.326v19...-0.401-0.455v7+0.323v19-0.296v9-0.29v15+0.285v17...+0.3790.526v2+0.375v19+0.279v1+0.238v22-0.224v21...+0.3070.388v7+0.371v29-0.348v5+0.306v16-0.275v4...-0.282-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4...... numeric
@attribute '0.4020.394v18-0.331v9+0.287v7-0.274v10-0.249v12...-0.3930.421v2-0.377v15+0.327v18-0.321v19-0.244v23...+0.29 0.45 v17+0.397v18-0.377v19+0.292v6-0.287v30...+0.281-0.389v26-0.36v11+0.348v20+0.331v25-0.307v3...-0.265-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4......' numeric
@attribute -0.4430.577v23-0.43v22+0.311v28-0.306v30-0.271v13...+0.357-0.549v1-0.479v6-0.316v21+0.248v17+0.225v29...-0.325-0.485v1-0.416v31+0.279v19-0.265v8+0.243v18...-0.283-0.39v22-0.353v11+0.289v26-0.283v3+0.278v21...+0.271-0.446v29-0.344v13+0.338v31-0.306v12-0.262v1...... numeric
@attribute '0.5980.398v4-0.391v28+0.342v30-0.329v21-0.322v22...-0.368-0.601v10-0.328v15-0.284v27+0.258v6-0.244v21...-0.2760.577v23-0.43v22+0.311v28-0.306v30-0.271v13...-0.2540.481v13-0.405v12-0.277v27+0.25 v21-0.225v14...+0.2210.394v18-0.331v9+0.287v7-0.274v10-0.249v12......' numeric
@attribute v32 numeric

@data
-0.548362,0.944762,-0.893329,0.219773,-1.568348,-0.944505,0.006829,0.380834,-0.052699,1.459927,-1.043334,0.220847,0.097096,-0.348951,0.609588,0.062607,-0.784391,1.113365,0.31431,0.397585,0.110204,-0.9242,-0.721325,0.123467,-0.019286,0
0.293226,0.262359,-0.349395,-0.551225,1.67338,-1.178815,0.11758,0.368809,-0.061833,-0.406599,1.256405,0.804178,-1.248007,0.189313,-0.84937,0.110325,-0.863129,1.255444,-1.428641,-1.575991,0.81416,0.599416,0.085833,0.20922,0.191492,0
-0.682882,-0.815328,-1.446158,-0.054257,-0.295019,0.741672,-1.541961,-0.273988,-1.468614,-0.73203,-0.19471,-0.175619,0.85586,1.502462,-0.890505,-0.087532,-1.121892,-0.419927,-0.701499,-0.046598,-1.868049,1.285028,-0.468626,-0.512626,1.952035,0
-0.811564,0.868464,-1.606772,-0.34103,0.788385,-0.375765,0.991754,-1.631198,-1.074531,-0.398341,-1.173435,-0.224914,-0.926146,0.701646,-0.185413,-1.125393,-0.566015,0.192255,-0.740253,-0.208701,0.054712,1.563482,0.583469,-1.03919,-0.086936,0
0.243592,-0.635787,0.960683,-1.258931,-0.332987,-0.277755,1.078248,-2.391711,0.499497,1.433972,-0.064637,-0.577953,-1.494827,-1.149297,-0.12838,1.624792,0.714659,-0.307582,-1.013973,-0.051915,1.440768,-0.523432,-0.058113,2.16105,-0.456584,0
2.450786,0.805283,-0.282311,-1.328665,-0.818987,-1.720333,-1.637235,-1.246533,1.679287,-1.468877,0.310739,-0.853715,-1.691625,-1.136076,-0.662027,-0.805539,1.864619,-0.923206,1.674378,-2.63577,-0.663199,-0.085058,0.685748,0.293095,0.301329,0
-0.844398,-0.287128,1.736486,0.517702,-0.794676,-0.102148,1.449483,-1.657881,-0.380806,0.698535,-1.236781,-0.333957,-0.680814,-1.253618,-0.815887,0.456794,0.947843,0.693836,-0.226433,-0.851412,-0.847305,0.453998,-0.547904,0.14085,-0.538736,0
-1.198669,0.469809,1.695113,0.195521,-1.344585,-0.535053,0.264365,-0.570535,1.640216,1.177944,2.580333,-2.317625,0.320363,-0.540538,-0.61401,0.567402,-0.248858,-0.085123,-1.464516,0.232319,-0.922237,-0.549389,-0.075626,-0.005789,-0.126119,0
1.351374,-1.247691,0.71887,0.674472,2.871651,2.104542,0.3172,0.965357,1.806144,0.988284,-0.574034,0.505424,-0.047692,-2.768241,0.166109,-1.73555,0.947475,0.591321,0.072216,-0.518352,-0.314634,0.236707,0.956388,-0.681972,-0.581473,0
0.340716,-0.028278,-0.763166,-0.454772,-1.534008,0.456078,-1.18968,0.577524,-0.362258,-0.150708,-0.974464,-1.57309,0.225037,-1.398539,-0.445759,0.511515,0.387282,-0.180397,0.9844,1.037976,1.402706,-0.279723,-1.463444,0.094172,1.500201,0
-1.468471,-0.561282,-1.048241,0.31755,0.022174,-0.064909,1.263337,0.189235,-0.01947,0.720319,-0.747107,-0.931523,1.257834,-0.287905,0.806376,1.091514,-0.989447,-1.414878,1.989441,-1.352485,-0.504768,-1.093119,-0.120546,-0.271853,0.160361,0
-2.061905,-1.534909,0.645203,1.367744,0.498783,-0.018065,0.345057,-0.210511,-1.382198,0.182034,1.060269,1.533975,0.019959,-1.438849,1.603129,-0.31662,-0.25622,0.628755,1.375929,-0.641671,1.885356,-1.288907,-0.426335,-0.668651,0.466166,0
-0.177678,0.272958,-0.671116,-0.325675,-2.665505,0.427526,-0.441832,0.845142,0.02899,-0.304714,-0.230727,-0.311017,-0.206322,-1.459657,0.254711,-0.504001,0.448687,-0.795623,-0.360559,1.584718,1.149177,-0.906765,-2.327909,-1.290735,1.734523,0
0.491042,-1.108951,0.628214,1.237223,0.43528,0.091883,-0.652766,-0.854717,-0.4976,0.618484,0.429681,0.839983,-0.818915,0.806412,1.043672,-0.504346,0.141511,-0.109635,0.085022,-0.209573,-1.071908,0.55113,-1.16579,-0.30725,-0.868167,0
-1.339608,0.098395,0.466445,1.257071,1.514157,0.612019,-1.357047,-0.869466,-0.806688,-1.045116,-1.17922,-0.663413,0.614613,0.614074,-0.1703,-1.187367,-0.413711,0.284694,-1.455726,-0.266771,-0.337046,-0.242108,-0.530987,-1.768238,-0.347423,0
0.284535,-0.834543,0.742374,1.242475,0.233439,0.0541,-0.765538,-0.341705,-0.38749,0.460813,0.533351,0.889393,-0.771647,0.537209,1.079802,-0.388282,0.128711,-0.192128,0.320578,0.133278,-0.985012,0.743554,-1.195302,-0.343729,-1.165267,0
-0.267732,-2.216862,0.294908,-1.48147,1.073334,-0.180104,0.604919,1.631718,-0.418405,0.981862,-0.454327,-0.38039,-1.091178,1.056324,0.166155,0.662153,-0.130315,-0.223757,1.57785,0.63143,1.096392,1.712209,0.128955,0.092127,0.169933,0
-1.806326,-0.304755,-0.867261,0.016925,0.770523,0.72326,-1.158382,-2.058536,-0.270105,-1.358766,1.649596,-0.352237,2.532208,-0.084107,0.338506,-1.359897,0.004379,-1.686765,-0.550503,2.059789,-0.458922,-1.510764,1.347849,1.97755,1.824163,0
1.561152,-0.665579,-0.243655,0.209421,-0.578722,-2.089337,0.429666,0.427348,-0.712437,2.325839,-1.500842,-0.608286,1.140613,-0.769664,-1.105755,0.770434,1.834054,-1.286162,-1.39749,0.742015,1.692309,-0.563891,0.450875,-0.702444,-0.206989,0
-1.762694,-2.072832,-0.243817,-0.118687,1.121179,0.148747,0.865533,0.375028,-0.010133,0.468791,0.193409,-0.078526,0.42211,0.509379,1.991528,1.710168,0.069053,0.216016,1.570378,-1.236503,0.081853,-1.287291,-0.188608,-1.462809,-0.642643,0
-0.549701,-0.369675,-0.992902,0.751262,-0.150634,1.398703,-2.311812,1.093273,0.471603,-2.86267,0.468196,-0.85856,0.84951,-0.433434,0.007127,0.757147,0.634127,0.676432,-0.684245,-0.606492,-0.521551,0.643234,-1.40254,-0.165112,0.685477,0
1.171283,2.286229,0.341535,-1.804299,-0.114391,1.415846,0.840209,0.811922,-1.623243,-1.729835,-0.997052,-0.626423,0.664262,1.160189,0.646314,-1.265013,-0.140855,-1.287172,-0.607027,0.274728,1.7181,0.587971,0.073753,0.340933,-1.701529,0
-0.976701,1.064538,-0.225771,-1.376394,0.133862,-1.20688,0.732634,-0.305264,-1.158415,1.53976,-0.059683,0.01862,-0.714286,-0.951903,-0.644011,0.177273,-0.974006,0.523588,0.218572,-0.566115,-0.200917,0.497995,-0.222447,0.374683,0.815615,0
-0.267718,0.864858,1.273181,0.718358,0.358165,-1.029207,-0.052583,-0.674468,-0.19019,0.223246,-0.156239,0.29476,-0.323168,0.332339,-0.082195,-0.44475,-0.618255,-0.352159,-0.702851,-0.53879,-0.907521,-0.556658,-1.967328,0.942249,0.757416,0
0.618951,-1.460304,-0.199898,-0.567564,-0.489548,1.250782,1.550963,-2.090697,-0.39634,0.02587,0.950913,1.267063,-0.322824,-0.723732,1.863348,0.824105,-0.359548,-2.915086,0.39268,0.523698,1.093953,-0.73752,0.06513,-1.102289,0.367594,0
1.016393,-0.224664,0.74809,1.653187,0.512438,-2.112233,0.8127,0.540299,-1.027411,0.823585,-1.953956,0.037129,1.883396,-0.007872,-1.307527,0.192694,2.231155,-0.615472,-0.459064,-0.419371,-0.436697,0.596133,0.213118,-0.604323,0.101104,0
-0.826294,-0.744572,1.518137,1.029288,-1.068667,-0.087708,1.5094,0.995602,1.45418,-0.763116,1.14734,-1.86669,0.657312,1.244231,-0.219971,-0.188941,0.040952,1.31771,-0.331224,-0.270924,-0.371684,1.284913,1.211379,0.267458,1.065689,0
0.14579,0.936136,-0.384122,0.219702,0.466387,-0.238666,-0.062175,0.976317,0.045967,0.389438,-0.400673,-0.014636,1.392217,1.68207,0.696702,0.09054,-0.519152,-0.252924,0.172798,-0.928739,-1.03361,-0.992704,-0.953676,0.188812,2.671341,0
-0.57524,0.342688,-0.893272,0.38146,0.47773,-0.754701,1.267071,0.265039,-0.152836,0.637144,0.292662,-0.284418,0.609938,0.501743,1.512248,1.049283,-0.553286,-1.445282,1.629468,-1.601027,-0.158709,-1.400759,-0.826016,-0.67737,0.944062,0
1.359288,0.140105,-0.164749,-0.906245,-0.612975,0.236781,0.488297,1.174256,-1.107683,-0.490694,1.31253,-0.321781,0.688461,0.711419,0.288517,-2.011716,-0.675064,-0.391599,-1.171229,-1.091346,-0.652039,-0.977599,-0.869375,0.964136,-1.932326,0
0.457276,-0.413869,0.608806,1.603196,-0.071575,0.045215,-0.419914,0.061867,-0.452742,-1.095329,-0.771629,0.348687,0.38251,0.833437,-0.240733,-0.87725,-0.788594,-0.086094,-0.190924,-0.18828,-1.176409,0.813864,-0.634781,0.276606,0.473905,0
-0.98311,0.728222,-1.164989,0.772791,-0.863298,0.477837,1.507102,-0.539902,-0.493917,0.203097,-0.030349,0.992206,0.71859,-0.401712,1.798369,0.665035,-1.068538,-1.347705,0.740936,-1.533825,-0.261723,-0.364171,0.496725,-0.436131,0.584155,0
1.29147,-0.817735,-0.868902,-0.813275,1.445013,-1.642586,0.368703,0.260595,0.748978,-0.383288,1.115739,-0.721569,-0.540141,-0.26176,-1.274548,-0.040212,-1.252903,-1.04437,-0.126375,0.148249,-0.807881,0.232631,-0.054812,0.446566,-0.712996,0
-0.261889,0.556353,1.592901,0.342707,-0.86339,-1.058953,0.835836,-0.212945,0.086043,-0.092701,-0.290445,0.644633,-0.124629,-0.44614,-0.262395,-1.044657,-0.625439,-0.720722,-0.841519,0.965741,-1.447663,-1.110077,-2.131603,-1.088005,0.3401,0
-0.42082,-1.673395,-0.706347,0.20613,-0.608533,-1.219283,1.213291,0.003761,1.820454,-1.371035,0.791148,-1.711618,-0.85143,-2.064493,-0.221435,0.125822,1.657839,0.763092,0.482259,0.148814,0.375687,-0.298255,-0.53402,2.274689,-0.937723,0
-0.697225,-1.471327,-1.23293,-0.568945,1.112163,-1.002315,0.977183,-1.322883,-1.259334,0.159798,1.802577,0.429107,-1.194699,0.304596,1.179335,0.938325,-0.689742,-1.074797,1.455309,-0.715595,-0.097071,0.749316,0.410912,0.048561,-0.567231,0
-0.976307,-0.492968,-1.015457,0.353973,-0.656031,-2.533329,0.16002,0.893375,-1.76763,2.018737,0.186275,-0.259018,0.746043,-0.133675,-0.956797,0.953449,3.005334,-0.677255,-1.869492,-0.421507,-0.56426,0.858219,0.053429,-1.767046,0.332034,0
-0.02112,-0.336301,0.35165,1.682938,-0.211469,0.133882,-0.819935,-0.257693,-0.5584,0.561889,-0.362399,-0.029225,-0.162001,-0.326699,0.132181,-0.829181,-0.823768,-0.392831,-0.649026,-0.85723,-1.116197,0.334157,-1.03148,-0.181046,-0.397944,0
-1.714906,0.601581,-0.787132,-0.027857,-0.655546,0.001733,-0.682905,-0.659417,-0.04881,0.219702,-0.396811,-0.017123,0.385267,1.148858,1.656134,-0.43974,-0.319698,-1.170725,-1.463959,1.760263,1.295966,-0.923207,0.933644,1.330978,0.562168,0
1.197684,0.855476,0.720496,1.419407,0.770805,-1.13318,-0.416425,0.109392,0.002143,-0.085366,0.769582,0.476048,-0.420783,0.176595,-0.023613,-0.901056,-0.823857,-0.695178,-0.550661,-0.808592,-0.493122,-0.175082,-1.213415,0.607287,0.170846,0
0.245596,0.262004,2.208332,-0.519378,-1.50941,-1.486175,-3.224478,0.12291,0.220053,-1.278513,0.280541,1.180672,-1.369355,0.743246,0.961746,-0.829632,1.125396,-1.07046,2.046103,0.018037,-1.788657,1.017311,0.470806,-0.465483,-0.680619,0
-0.911744,0.081076,0.704896,0.255001,1.164013,-1.331068,0.042484,-0.891142,-0.159013,0.634384,-1.371706,-2.090643,-0.01105,-0.507662,-0.324519,-1.191141,-0.33512,-0.918047,0.429858,1.336042,-0.919935,-1.189035,-1.350861,-1.636497,-1.783967,0
-0.016172,-1.177479,1.047823,1.486297,0.423317,0.028443,-0.24933,0.553538,-0.249818,-0.823732,-0.89825,0.360307,-0.372916,-0.097581,-0.229166,-0.659038,-0.64053,1.622647,-1.071566,-1.080123,-0.119066,0.479625,-0.253004,-0.774511,-0.764789,0
-0.231734,1.71401,-0.274138,-1.451321,0.597438,-1.696699,-0.429141,0.436265,-1.23003,1.007801,1.177525,0.09959,0.053733,-1.343513,-0.552753,0.373232,-1.063422,0.047196,1.027914,0.627424,0.363984,-0.19874,-0.298373,0.815611,1.645935,0
0.035052,-0.953508,-0.307191,0.088772,0.792033,-0.063218,-0.248328,0.663803,0.93407,0.209742,-0.602389,-0.390183,0.590525,-0.282014,0.256331,0.652229,-1.058148,1.206115,-0.801579,-0.966415,-0.343385,-0.812446,0.794684,0.284308,-1.033264,0
-1.38789,-0.540518,-1.482415,-0.854439,0.708694,-1.211974,0.304109,-3.072242,-0.180809,-0.892625,0.526992,-1.086373,-0.867009,-0.319446,-0.306497,-0.316494,-0.060336,-0.600217,-1.840889,1.184583,-0.392505,0.023361,0.876678,0.974331,-0.917415,0
1.519383,1.859722,-1.024298,0.079339,1.704545,0.506827,0.244209,0.348076,1.956126,1.651769,-0.117965,0.593168,-0.535374,0.01404,1.821368,-0.882722,0.390134,-0.287844,-1.211663,-0.929641,-1.414918,-0.229386,0.122688,1.269666,0.997004,0
0.955257,-0.339681,1.154025,0.724132,1.30103,-1.538819,0.147681,0.734326,0.154569,0.17369,0.523201,0.006587,0.133459,-0.413332,0.011839,-0.861707,-0.411868,-0.219799,1.275792,0.468058,0.048082,-0.921873,-1.03338,0.770523,0.442949,0
1.929483,1.615523,-0.319592,-1.669204,0.768917,2.997227,0.13582,1.979873,-0.998405,1.869728,0.469532,-0.506892,1.255851,-1.636948,1.117013,-2.457669,0.982412,-0.707215,-0.006273,-1.352631,-1.517935,-0.185877,0.097783,-0.48375,-0.650175,0
0.317688,-0.414565,1.604539,0.759339,-0.711673,-0.170083,0.674244,-1.195123,-0.261295,0.409588,-0.954253,0.05473,-1.722108,-0.42958,-0.129807,0.493384,0.105571,-0.137463,-1.487913,-0.931342,1.075639,1.074585,0.308217,1.76202,-0.619073,0
-0.213206,-0.982651,-0.805629,0.327965,1.139831,0.179232,0.823794,0.680949,0.423148,-0.146823,0.301107,-0.497846,1.12164,-1.1629,0.819343,1.34487,-1.046916,-0.824927,0.926843,-1.854876,0.209965,-1.441866,0.822566,-1.487417,-0.730472,0
0.728325,-0.975086,-0.712291,-0.817101,0.503767,-1.026139,0.447841,-1.166732,-1.218511,0.111627,0.316342,0.718218,-1.766107,1.22216,0.68717,0.37342,-0.193297,1.276766,0.080877,0.097953,-0.577183,1.731972,0.279585,0.022467,-0.195387,0
-1.792193,0.260778,-0.765781,-1.020958,1.541594,0.280406,-0.751922,-0.164968,-1.040574,-1.295358,-0.903481,-1.04249,0.420424,-0.419491,-0.471478,0.076652,-0.783622,0.540153,-0.661675,0.60383,-0.100706,1.04353,0.961525,-1.79735,-0.525768,0
-1.078903,0.104638,0.34808,0.914576,1.155575,-0.078407,-1.17792,-1.719329,-0.823547,-0.543934,-0.048884,-0.139431,0.324946,-0.519658,0.379642,-1.723414,-0.504033,0.13827,-2.113236,0.511508,0.108146,-1.693294,-0.441135,-1.745113,-0.166882,0
0.422763,-0.599564,0.360024,-0.166412,0.753415,0.111074,-0.704379,1.113009,1.367222,-0.779098,-0.535635,0.163849,-0.046213,1.332106,0.732763,1.218219,-1.240758,-0.059492,-2.210849,-0.420147,1.061894,-0.58168,0.127598,1.384609,0.153871,0
-1.068106,-1.513028,0.257044,-1.700422,-0.366365,-1.066173,-0.575565,-1.480439,0.441615,0.503809,-1.100008,-0.51588,-0.309461,-1.540822,1.112618,0.582636,0.318917,-0.388904,2.178577,-3.380627,-0.000845,-2.233648,2.468653,-0.955031,0.229626,0
0.662796,-1.097372,-0.634109,0.15166,-0.998995,0.594267,-0.470956,1.455133,0.439246,0.615171,-1.889177,-0.871788,0.600968,0.594027,0.44106,0.464702,-1.357517,-0.915251,-0.255332,0.449532,0.091468,-0.002068,0.335032,-0.242,-0.126484,0
0.705058,-1.345135,0.227738,1.382211,0.188353,-0.925266,-0.969645,-0.420342,0.487863,-0.088638,0.56758,-0.077766,-0.521526,-0.800901,0.357811,-0.689264,-0.905387,-0.618519,-0.355078,0.8566,-0.714692,-0.443277,-0.999516,0.834132,-1.738615,0
0.88101,-1.516834,1.816786,-0.325333,0.950983,-0.970877,-0.923871,0.348272,0.450621,0.722655,-0.044827,-0.534638,-1.022922,-0.371099,0.710798,1.023517,-0.181347,-1.067221,1.26134,2.119326,1.051045,-0.29796,-1.290804,1.314355,-1.533552,0
0.893113,-0.946303,-0.432366,-0.929863,-0.006296,-0.688963,0.526561,0.139939,-0.261397,-0.31847,-0.809311,-0.202193,-1.503733,0.630076,-0.542696,0.35591,-1.394719,-0.493948,-1.116918,0.230495,0.814237,1.499952,0.347749,0.627972,0.178396,0
-0.702603,-1.327451,-0.659627,-0.989851,0.345857,0.39307,-1.157725,-0.01235,-1.425302,-0.622481,0.20866,0.332982,0.873851,-0.901579,-0.685098,0.101543,-1.314101,1.252389,-0.644167,0.551504,-0.323697,0.175521,1.057754,-0.701858,1.224752,0
2.083989,0.2381,0.649911,-1.19783,-1.179532,-1.499648,-1.800254,0.958004,1.563033,-0.972754,-1.323535,0.163505,-1.132883,2.091489,0.685767,-0.482188,0.126816,-1.716407,0.509861,-1.701922,0.102774,-0.045015,1.647027,0.376979,1.384646,0
-0.550165,-1.334279,2.035387,-0.231993,0.77168,-0.80433,-0.347232,-1.3611,-0.808139,0.624893,-0.014585,-1.053928,-0.102386,-0.065543,-0.049227,1.346483,1.129173,0.59084,1.381001,0.491579,-1.35438,0.090644,-0.276568,1.395096,-0.612039,0
0.727869,-0.085408,0.674795,0.887035,1.803221,1.308384,0.519438,0.575815,1.479725,0.998952,-0.867482,0.250642,-0.498888,-1.534925,0.83904,-1.86713,0.463178,-0.468187,-0.204833,-0.239034,-1.734218,1.084713,0.384474,0.873961,-0.296552,0
-0.022929,0.550142,-0.416004,-0.203727,0.119722,-0.58662,0.267365,-0.494737,-0.019234,1.284136,-1.376873,-0.722714,0.378706,0.424056,0.778146,0.855386,-0.723512,0.557655,-0.091115,-1.05273,-1.000443,-0.803977,-0.458789,0.875127,0.782563,0
