@relation GermanCredit-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute RESPONSE {0,1}

@data
305107.317482,594985.828342,328155.881592,-146497.679351,344507.631438,245607.534538,618759.904692,-274769.346969,449036.942226,228296.48959,0
378633.820659,735324.58569,418196.36647,-206299.252878,427998.772577,304241.785401,749184.432067,-338458.517997,542842.273345,282551.91111,0
1444629.268052,2827233.34229,1752921.723652,-1040198.506578,1728160.404775,1164856.401483,2744539.054997,-1289673.025161,1970634.664495,1145958.86485,0
114993.617942,221008.422193,89084.454043,2729.154193,111444.057571,91922.411913,261882.164542,-104627.777537,193943.070626,73313.405441,0
111708.112091,219519.392462,86122.866968,8402.237307,113724.947263,90678.515755,265347.814064,-105118.163912,196403.953961,76658.408192,0
845308.614478,1653004.590163,1003535.10407,-569042.826648,999784.778384,680696.230839,1626140.240227,-754947.393446,1169622.935842,662907.533435,0
426458.692162,830561.872457,476486.901528,-239429.705697,487275.102312,343191.785112,843333.464547,-382193.764031,610426.716115,322504.307417,0
979518.279154,1914392.260639,1163672.75608,-670403.385995,1157810.691225,791266.784203,1879386.487233,-878046.572276,1354159.643416,767728.201733,0
151567.963883,295707.153754,131741.188576,-17797.005516,158054.781098,122317.709135,339892.643461,-139905.455036,250357.441513,105429.381889,0
1119131.327414,2185192.798425,1338632.768574,-779700.319983,1323886.436255,901907.309753,2134256.305978,-998683.943807,1535304.976508,876664.665909,0
1153475.203379,2259571.539518,1383252.773065,-801654.556706,1375131.307479,931542.643588,2212502.21286,-1034084.313524,1591261.113303,913066.228838,0
490907.360888,961867.521655,556455.242467,-282621.247284,571968.236474,396146.636321,975775.030503,-442783.10317,705333.98797,380416.426374,0
166007.977882,323397.345113,149826.386161,-28773.67364,174805.807773,133290.013704,365600.370114,-151688.520083,268411.351324,116361.785602,0
2532139.69025,4962485.877738,3109300.666966,-1881122.08098,3052992.575637,2043948.432734,4788128.819809,-2262340.913349,3433739.760817,2025968.05881,0
189762.090553,370107.572819,178459.556046,-45208.694658,203824.717771,153026.682635,411884.961818,-173526.179816,301791.00356,135345.041024,0
21042.818677,41169.11825,-32561.201206,88240.663774,710.636933,17189.229516,100245.933015,-24316.690742,78902.367309,1478.291908,0
166874.95867,327927.923994,150396.0177,-25593.538207,179238.830182,135396.660336,374224.41596,-154958.037238,274816.549229,120098.680496,0
414907.669486,812373.366402,458433.445255,-220037.944574,477629.680358,335454.340726,835379.33934,-375890.393439,605676.341833,317706.278578,0
288924.026955,565353.064673,301236.593553,-121161.732041,324903.739071,233468.813828,599658.319975,-262914.464761,436711.79727,216381.404378,0
1136341.747251,2215349.095558,1356904.622327,-791721.294817,1338767.55775,914369.506291,2161449.9054,-1011625.102467,1555093.36315,885596.632754,0
306189.456144,600383.028174,322481.242309,-132949.400191,347073.042654,248004.943008,634999.541096,-279502.420591,462127.459475,231379.164058,0
2073006.074446,4067036.063162,2537066.346707,-1516753.868697,2501546.325759,1673131.792751,3938827.49273,-1853862.315233,2824788.426267,1661829.85409,0
730755.237961,1430887.921321,852334.889206,-466142.40298,860441.188826,590178.93285,1424968.87318,-656908.271425,1027750.741405,571728.202326,0
176623.899723,343851.767497,159745.867996,-31608.229825,185721.138106,142028.86561,388210.878237,-161500.186175,285012.670137,123408.102594,0
117204.849503,230669.145285,84983.157014,18036.884184,117415.582276,95216.026663,284704.11203,-111389.034249,211453.1495,79384.027295,0
233602.245187,450726.468153,228950.009256,-78349.638285,248118.546215,186534.598959,485644.459376,-208961.90186,354952.780412,163440.540155,0
177535.710695,345258.702083,158377.107765,-30822.72186,185240.951381,143103.521908,390895.654123,-163174.982786,287919.423162,123351.816345,0
176111.631504,341631.321306,157248.47841,-29980.232277,183100.102826,141452.991008,386204.506217,-160523.23487,284017.995332,121440.086353,0
67485.837477,130296.757464,22008.334748,55796.273952,52887.306574,54282.726616,186288.815428,-64908.770837,140838.060981,35480.922553,0
330139.244855,646687.407878,350312.739739,-148380.287135,374335.777588,266982.991727,680481.607645,-300375.225663,494797.659615,249342.270995,0
2278521.70554,4469500.01885,2793200.423858,-1674957.548674,2750108.096112,1838879.827616,4323359.284995,-2036611.512145,3099593.946679,1826282.022286,0
512689.703023,1002868.583996,577045.309504,-291328.236646,593502.996614,413888.623978,1019268.623582,-462511.965737,737692.775305,394274.309461,0
1425497.027049,2794671.994514,1720927.948983,-1004964.005928,1707532.652248,1151081.855962,2728428.7088,-1276951.05603,1960084.404262,1133939.290335,0
189953.159205,371387.510268,172929.102789,-36652.717262,202246.212986,153837.632616,419154.270826,-175597.494331,308278.022265,135228.486142,0
846842.668646,1658546.261229,993753.12716,-550292.292199,1000113.518213,684135.517823,1646220.792325,-761179.829782,1186621.532978,664262.947205,0
88186.037707,174500.769885,46816.524998,45780.080003,82524.833894,72027.053566,234410.970174,-85988.029282,175534.189223,56325.209483,0
1092386.676846,2132827.338591,1298129.10412,-746483.716356,1288320.64548,880104.983396,2091388.638831,-975372.665759,1505508.445873,853470.408501,0
1043410.076355,2043513.123071,1239424.995147,-703790.091221,1238386.955064,842396.658041,2012869.068429,-935893.051727,1448851.93266,822235.157822,0
157942.461224,305940.162922,131085.042383,-10770.858473,159478.646181,126887.69874,355328.790523,-144915.354872,262629.347935,105977.992809,0
1327373.554717,2598836.588023,1597197.024852,-927940.337675,1582864.126131,1069214.299592,2538190.606997,-1185278.362815,1823090.081468,1050410.220217,0
1644212.910412,3225151.926638,1992805.187221,-1171004.513507,1974521.451235,1327513.951923,3142440.286718,-1472834.087262,2256418.405126,1311923.233141,0
261787.713657,512906.927081,261188.351442,-87790.424854,289963.597207,211500.997539,557152.645276,-239706.359169,406883.588242,193474.763924,0
1710361.146832,3354434.884289,2074623.26772,-1222039.385916,2054196.145356,1381105.47596,3265975.525741,-1531811.090512,2345074.426135,1364729.439525,0
505402.516643,980689.921746,560239.945658,-283156.337644,571161.748782,406203.504195,994996.76055,-451940.556753,721619.323127,377296.737514,0
665307.254491,1296514.906632,761170.760698,-406734.305737,769025.833598,535999.056773,1298562.415784,-596155.142786,938710.24566,509057.015884,0
180598.619549,354003.172171,158714.021697,-22247.186121,191307.966844,146291.228446,407060.57658,-167727.649713,299619.616398,128023.763976,0
437389.598934,852467.861833,477082.301541,-225498.419987,495789.726843,352364.503503,878155.113399,-394065.124332,637360.752528,328636.096423,0
666143.849947,1304682.144515,766072.886896,-402870.657808,780249.30035,537248.479025,1311572.272357,-599001.274985,946594.976386,518553.557407,0
703590.327128,1377610.768976,812872.042668,-432787.558729,824897.440681,567409.754636,1380247.966179,-631992.351322,995679.699515,548148.845958,0
1476436.385516,2890089.294494,1779087.217728,-1040054.930783,1760888.133082,1190149.90181,2818745.206282,-1319155.331203,2025087.539856,1168387.759225,0
154954.287056,304410.398521,125515.696484,-172.943798,160245.878243,125726.997021,361700.362942,-145762.12337,267486.917674,107723.527071,0
2114672.214039,4145226.939685,2578236.914152,-1537476.204979,2542383.829105,1706634.492081,4018996.814098,-1891014.281213,2884233.0291,1688409.996011,0
359237.272444,705933.958187,381928.039823,-159105.08582,410577.314815,290525.730941,745041.399884,-327780.664524,541357.24526,274148.641714,0
137011.638854,263744.652581,102144.947993,10263.801746,131030.794533,109256.908799,316539.213942,-125114.212979,234779.116062,86777.933408,0
887576.465842,1739196.559155,1040831.529611,-573783.524735,1048643.031309,716829.187425,1728208.437707,-798107.528095,1245531.874007,696791.57299,0
288298.857122,566211.66647,291682.752866,-102835.202726,322892.792857,233582.992337,612269.89444,-264754.430487,446860.900688,215897.447167,0
1189880.55063,2324404.154615,1419449.491883,-816209.463241,1406938.913027,956937.339229,2275940.075447,-1059930.84799,1636122.213173,932306.326341,0
68730.183146,128078.930501,15247.208332,65312.003813,45238.017836,53683.288001,186960.857668,-63069.341639,141982.446079,28928.572526,0
344905.233373,674164.859671,361355.149878,-148266.743927,387137.394174,278294.172207,712405.957729,-313063.00346,518431.047552,257522.835711,0
196945.14687,385474.68359,176182.099159,-30660.87086,209100.611124,159329.271119,439431.526409,-182351.662118,323204.236458,139671.270273,0
659774.818905,1295117.005795,757120.379977,-392204.906554,775533.43259,532811.024959,1307352.876237,-595233.762853,943532.69216,516393.004101,0
329435.653298,646007.728459,341760.347784,-133332.347665,371035.603943,266544.99664,688560.389201,-300809.007522,501470.970063,247642.786561,0
381401.475231,745462.553463,405491.026595,-174728.471833,430811.240845,307798.988121,781694.519938,-345815.861051,568360.24151,286375.2858,0
335515.757937,659640.76869,350542.838128,-136253.7905,381130.337902,271374.323712,703246.051297,-306651.497882,511351.536009,254551.684446,0
188344.416592,371395.113123,165540.35341,-18768.837631,202237.456286,152678.477392,430330.130705,-175974.897474,316168.332916,135631.717084,0
679737.054876,1329238.477835,777218.763957,-406155.681063,791596.793022,547804.89225,1338404.472321,-610760.957412,966686.443111,525353.256364,0
80533.424561,152465.423413,27221.610652,61528.601104,59734.400992,63319.653706,214242.758993,-74756.948055,162047.241129,39331.448862,0
2818579.226853,5528968.34636,3457015.303983,-2078961.516531,3402732.938009,2275412.741148,5345208.164455,-2520526.46091,3833049.831712,2260279.291095,0
695660.910588,1362156.640067,797586.640044,-416368.133608,812764.16827,560498.219903,1371444.885115,-625328.850807,989835.797912,540084.97748,0
414217.720872,809155.804476,444440.670195,-196055.442314,468682.17604,333321.822256,843789.634211,-373894.047492,612535.636751,311432.287068,0
797645.003677,1565552.627014,924033.545724,-491427.519972,941186.282233,644484.280451,1570839.203106,-719374.464445,1133184.780152,626524.559169,0
509237.282062,997576.320981,562016.340638,-267013.612214,586364.109818,411328.520957,1027316.980658,-461051.659436,744460.441565,390221.886538,0
3326607.118415,6523643.438363,4091090.579957,-2474321.526048,4018427.617426,2684424.952231,6293228.302708,-2971862.168226,4511247.196891,2668417.255932,0
2682709.287189,5257368.950442,3288403.736224,-1973711.322634,3231403.507876,2161543.546025,5079709.365968,-2392085.117317,3640677.839291,2144404.077289,0
360128.282438,705781.259602,375215.587447,-149069.00767,405491.705136,290829.487952,750113.399006,-328325.826522,546068.43059,270458.260056,0
544030.3006,1064578.835016,605197.247288,-293799.82544,627265.435549,439003.060397,1090703.978335,-491196.079714,789615.091388,416511.169379,0
173756.337779,344006.610107,143476.371809,-597.122163,184300.469587,141201.558204,408797.333404,-164086.662958,301522.732557,124839.57128,0
1199742.559872,2346726.235237,1425547.690403,-810175.149657,1420314.241122,966220.351317,2307878.55527,-1072166.079803,1660141.684098,942032.985029,0
56709.527979,107688.854856,-5320.04171,87415.007305,32178.820092,44872.06427,177280.459775,-55393.745462,136004.719985,21488.964496,0
1828095.446679,3580951.212663,2210424.388572,-1299308.63207,2187438.144521,1475010.82291,3488245.035849,-1635226.720049,2505715.337909,1451810.189317,0
228340.4881,451346.728773,211301.062688,-41595.074911,251209.534588,185560.73946,512386.849817,-213061.893959,375657.945515,169122.188659,0
276593.593584,541498.595964,267974.36975,-80383.617153,302631.060409,224012.440143,596003.458006,-254708.426587,436595.24916,201781.204042,0
58576.681741,117188.228678,-1979.73048,91472.98468,42575.582368,48208.872007,192955.971675,-60764.602622,147084.440112,30330.866886,0
1088526.519604,2127305.190994,1280409.88501,-719498.010989,1280955.451391,878155.536471,2102064.618534,-975393.722785,1515204.952464,849432.286494,0
540126.421219,1059355.630727,598271.481579,-285438.211228,624579.584291,436358.066833,1090519.881835,-489716.661489,790036.485016,415894.791434,0
208076.768266,405199.272075,182083.89115,-26967.336773,216535.543122,167650.234267,463917.420014,-191364.295895,341479.917292,144001.827053,0
589658.568876,1157170.330377,660545.597326,-323619.50616,685982.810757,476564.772121,1184103.51998,-533927.922687,856853.437085,457074.724519,0
315837.687408,619430.679434,315372.30993,-108434.2795,350446.351895,256160.016161,672559.62271,-290821.627295,491864.385143,234298.858712,0
680195.255288,1334586.250677,773198.714444,-394068.736675,795631.444891,549395.640388,1353471.043783,-614665.479897,978247.246716,529974.225126,0
1945646.676352,3817197.731824,2358788.521738,-1384953.299431,2338254.250719,1571246.884723,3720251.272705,-1743279.516651,2671123.242792,1553492.854338,0
664000.886919,1299145.699697,752025.217838,-383171.200093,770592.711007,535423.883211,1316091.391247,-597656.408889,951251.942438,511933.714959,0
363849.977569,712457.879751,375717.270991,-145199.26916,407904.806291,294003.495374,760237.366639,-331809.059881,553896.551174,271747.113391,0
382901.001043,752834.308653,399832.952347,-157831.244726,434933.116853,310761.847361,802195.712323,-351289.776718,584121.629984,290722.608698,0
139866.654675,274150.783996,94464.539396,31794.987435,135849.163149,113204.841791,344242.03237,-133026.742007,256625.116383,91758.606475,0
1270166.569094,2485638.816363,1505867.843781,-855855.383044,1503677.944462,1025295.076743,2448299.021063,-1138966.040587,1763130.923197,998020.264201,0
392028.059658,765333.178138,409377.390876,-167449.936753,438311.170057,316119.977151,808850.330355,-355321.798321,588833.267017,291392.564633,0
150184.341182,297241.338902,108817.699149,25832.47888,152618.96816,122153.439669,368666.966287,-143399.244374,273553.542449,103805.543261,0
1471647.209978,2882463.92003,1761854.100701,-1013328.154089,1752446.721274,1186541.192558,2825734.594664,-1316819.014504,2031203.267234,1163465.199626,0
814639.493655,1593788.968478,935904.25582,-496327.119636,951451.606956,657985.679189,1600718.961304,-733606.457033,1156388.904618,631560.110641,0
1436355.897673,2818884.467309,1718382.726144,-981566.52169,1717123.908079,1160184.902922,2771462.78823,-1289714.777346,1992756.098606,1141986.108119,0
256617.6995,502546.345114,236279.809088,-54829.707235,275731.3411,208756.142087,565502.363145,-238683.360501,416208.318591,184332.39992,0
235558.92265,443605.87208,290073.776879,-195826.248243,261586.799876,185016.548876,404131.73977,-197314.406596,289032.72061,167388.407906,1
401128.347569,772425.098158,497614.683888,-322095.379716,468311.61041,320040.847166,722545.75131,-348297.639233,517135.668591,305899.104517,1
1469632.451112,2866615.900025,1833135.183693,-1159264.759401,1766682.180927,1182443.163936,2718405.917758,-1301221.178821,1946103.49454,1167471.181953,1
1682534.743382,3287874.810014,2101596.71598,-1323804.73388,2031662.555189,1355271.097374,3123009.566381,-1492851.32423,2235074.115804,1344479.206394,1
539104.976048,1040927.129719,668222.324647,-430609.469461,632822.180092,431081.138127,977424.414725,-470693.902157,700229.735854,414667.966639,1
1293498.158153,2523976.978286,1613487.998388,-1018679.559519,1556619.049996,1041381.287665,2395086.407287,-1145982.930303,1714596.853396,1028676.653043,1
581878.518539,1124193.2617,722928.28981,-464621.484297,684857.35332,465009.608077,1055342.335511,-507347.156637,755231.237565,448774.009472,1
294950.961407,571192.355037,365445.164963,-232815.1573,348953.035316,236557.757275,539026.416628,-258576.235889,386194.048203,229117.597877,1
267155.030705,514618.027093,329584.981059,-212468.827656,311593.884834,213480.398486,483063.161005,-232662.687529,346388.803071,203877.739803,1
462737.917528,890820.498575,571660.850347,-369665.449243,539126.950286,369806.374827,834795.680428,-402582.596672,598350.11663,352431.783885,1
1497413.160536,2927453.085091,1869543.45336,-1175915.051014,1809136.598476,1206370.821091,2782876.47711,-1329660.37842,1991894.300071,1197913.48472,1
641223.771093,1247298.027107,796871.890835,-504709.448809,765527.500122,515647.644249,1181533.761769,-566087.313064,846300.953587,504560.589712,1
406879.652888,784092.66836,503697.440239,-324197.007579,475839.683384,324991.03116,735358.222199,-353751.819722,526553.74358,311098.323901,1
499861.7932,968530.639123,621319.093242,-395721.739207,591707.89006,399784.871529,912671.975605,-437342.004451,652888.709984,388677.09305,1
426138.374067,822062.893779,527822.014213,-338783.526594,498914.686617,340057.886044,771824.016105,-370910.794675,552439.467382,326434.420746,1
344027.825607,662075.337504,424677.861726,-273615.508859,400317.410292,274392.828604,620661.740808,-298689.488866,444631.732221,261598.241215,1
388003.946573,753004.206987,481216.805042,-305106.897415,460544.457284,311419.418716,712011.079235,-341040.952599,509872.331802,303037.174729,1
261630.456121,503344.397047,322980.870749,-206638.698913,304502.408767,208413.016493,472346.118304,-226643.529937,338004.927685,198540.808693,1
88118.971125,161764.723089,104678.462492,-71836.198071,91303.185991,68651.13947,145663.10045,-71665.95452,104806.230609,56930.43317,1
86441.166354,156105.415721,100966.64684,-71116.429258,85538.670537,66511.926438,138712.246449,-68947.349168,100194.032174,52364.747967,1
453442.247421,879834.381782,563048.787964,-356686.549439,538570.480663,363543.737383,831472.205662,-397918.023267,595058.647656,354112.245074,1
361478.208276,696713.082643,445177.379338,-284812.087134,421981.982185,288922.991293,655984.185624,-315238.097805,470362.340566,275835.975214,1
748194.686976,1458173.333626,930426.182,-586401.235182,896778.335991,601886.629501,1384194.938212,-661920.869762,991241.877869,592162.484841,1
1088672.895559,2126847.089985,1358161.835777,-853107.045254,1313318.785728,876524.174003,2021531.988312,-965252.844518,1446675.348503,868830.573923,1
247695.946625,469204.576347,302133.296119,-199056.53578,277129.314521,195733.627988,433766.342117,-210301.466762,310999.076401,178477.272576,1
278854.545877,536636.223852,342670.037181,-218491.97787,324613.725744,222835.339749,505516.46412,-242677.416989,362451.633349,211601.021276,1
1135904.06751,2213760.187588,1411707.5934,-891026.34254,1361023.050595,914335.094575,2101856.36376,-1006043.121897,1505924.766596,898827.100417,1
233507.283376,447600.10722,285850.774669,-183182.484903,268845.714562,185773.443815,419899.471641,-201621.40676,301065.012848,175034.736681,1
88424.267985,165825.344968,104687.524783,-67415.630604,95999.005753,69986.295642,154713.356783,-74666.62365,111466.405554,60966.118036,1
436774.584951,845541.997801,538051.494299,-341212.235953,514551.694381,350981.134095,800693.084003,-384282.070762,574474.646807,337562.486675,1
218182.103908,419696.302303,266594.043659,-169089.168972,253145.762088,174620.528978,396332.94749,-190035.767926,284497.139775,165162.078084,1
1154597.595274,2252337.729857,1438773.772712,-905690.114847,1388022.407273,928573.590281,2137970.532416,-1021334.905403,1530119.069167,917341.313319,1
1146519.762777,2239961.435033,1427889.323197,-896480.599505,1381849.859567,923562.387866,2130890.557716,-1017723.930848,1525843.018693,914605.939377,1
263880.523969,507011.012119,323034.802442,-205986.487471,305377.106325,210865.87016,477510.437087,-229313.429747,342565.613182,198950.938947,1
433172.914642,835425.626219,531363.874257,-339621.534907,505118.770098,347248.072033,788541.580161,-379388.092086,566320.43157,330776.565811,1
252167.536123,488228.98278,309926.370089,-194115.058132,296568.730701,201631.859633,463258.122512,-220926.890792,331927.493295,194681.346892,1
1341294.534875,2621097.072506,1673916.712966,-1050214.883345,1618939.63592,1079627.678921,2491571.09811,-1188904.81139,1782567.077484,1071400.001987,1
387178.97574,750877.223861,478007.926961,-301051.910166,458092.219155,310827.538828,711768.989132,-340353.147129,509974.562438,301110.308187,1
435494.401462,844133.894944,536394.588225,-338937.11315,513937.869607,349736.565899,800356.501134,-383386.242293,574123.931659,337925.083857,1
1105548.005201,2158830.88363,1376244.493201,-863477.749601,1331323.861092,890387.829521,2053586.619177,-980566.186746,1470383.591507,880441.140596,1
236147.668021,455532.101449,288574.20497,-181521.79338,275207.439175,189240.998114,431664.318061,-206441.345517,309745.365045,180077.606555,1
628268.449556,1222806.995136,778897.470812,-489706.252466,749989.730863,504975.355216,1161047.437001,-554687.828074,831592.486026,494779.368059,1
147255.773653,281819.456371,177803.282958,-111242.547792,167886.212087,117164.453464,266473.103432,-127014.999544,191225.142386,109073.622416,1
1771622.48969,3463545.457607,2209161.24168,-1385680.974526,2139641.136417,1427615.965796,3295582.47314,-1573299.097915,2359080.635609,1416674.388772,1
363506.176503,705867.920636,447282.766179,-279597.738993,430961.323816,292355.290066,671953.68825,-320775.841397,481947.37003,283513.236626,1
259587.320598,500744.386278,317335.86084,-198801.927321,302936.627081,207606.039309,474709.940585,-226437.528547,340436.822705,198130.683702,1
293337.438683,560583.41668,357199.390657,-229159.938552,334722.747672,233334.458974,525632.577367,-252705.764451,377214.8521,217257.998389,1
590319.92776,1148358.621472,729319.919147,-457775.694099,703293.554466,474970.616837,1092214.296039,-521938.473835,783146.777342,463724.059009,1
967436.379248,1882830.625092,1200418.811862,-756462.776343,1155644.049712,777596.909975,1786634.130305,-854171.184968,1279787.234755,762319.305779,1
403924.157645,783509.29266,497238.405586,-311487.67674,477565.600204,323957.055798,744291.899956,-355133.490124,533500.040697,314123.339408,1
186576.169653,359015.046525,225453.172339,-139875.825051,215497.807056,149541.040946,341846.821989,-162891.307695,245654.156635,140606.845476,1
444905.585884,862116.761035,545133.746686,-343300.869393,523820.383886,357918.187558,819527.337503,-392514.772342,588782.426605,344578.014245,1
1505305.968287,2941698.89602,1874408.129368,-1174671.873447,1815311.030209,1212624.684498,2799991.530243,-1336365.236508,2004786.256819,1201704.193134,1
142111.076237,266036.346252,168362.452446,-108365.84877,153101.39086,111777.464093,247271.531218,-119014.824297,177731.300917,97257.589312,1
223367.905045,424180.823683,269834.509896,-172121.347284,250908.35701,176645.868925,397216.239552,-190404.78965,284950.192701,161515.445433,1
1106106.805479,2154116.576933,1371671.186334,-863231.344047,1322244.086289,889895.97818,2046449.895503,-978441.746025,1466328.535356,872715.047896,1
294412.372618,559332.793809,357245.872755,-230338.51255,331017.026065,232850.392191,521841.50059,-251103.076107,374235.611877,213453.987795,1
888530.481137,1729779.085692,1102950.814019,-693137.651222,1061635.193424,713189.641238,1641615.91792,-783547.920458,1175158.795593,700656.444277,1
1748192.3575,3414263.669609,2175318.674468,-1365825.304799,2104502.928144,1408419.916984,3248122.917412,-1551641.17913,2326250.696805,1392613.355902,1
707684.545005,1379488.840163,875005.194166,-546666.500634,846729.350859,569863.547834,1314971.026046,-627443.149048,942742.584727,559292.829251,1
230545.037918,438520.118166,277137.528332,-176221.707752,258820.778388,182757.739154,412281.972419,-197731.55272,296315.953293,167186.09431,1
290033.39711,560857.654027,352653.691834,-219298.773245,338856.697354,232786.926382,534748.754111,-254967.687267,384215.948673,222427.909189,1
334140.411563,638017.493193,405024.616543,-259261.720188,379669.507589,265593.796309,599224.845818,-287989.308787,430480.361193,246353.099142,1
434733.672541,839381.552405,533975.245496,-336327.567695,508393.043332,347282.970224,793784.58923,-379132.537984,568654.405122,332970.205652,1
262076.483553,504763.166681,317855.01531,-197577.113185,303717.495896,210057.831515,480338.306968,-229011.332674,344935.639773,198135.095551,1
240259.133976,461930.04427,289487.883176,-180311.344573,276399.074148,192441.461454,439872.363156,-209966.308201,316479.341157,180391.788851,1
415320.917281,806453.811802,509774.263743,-316607.090772,491414.573445,333653.080089,769273.720253,-366500.69668,551680.223335,323089.165495,1
122875.513583,225166.356021,141391.877202,-92438.541858,124451.600935,95406.804652,206939.649496,-100093.260254,149331.706066,77383.42043,1
267885.163644,510536.933407,323511.390536,-205599.573843,302131.395771,212356.715092,479602.002351,-229797.239513,344198.727685,195631.649105,1
666637.516029,1299986.500969,823174.478044,-512306.739058,797724.070112,537058.723058,1240890.105359,-591414.973467,889690.433414,527164.964248,1
250365.629895,476389.347784,301220.808038,-190848.233143,281482.902199,198334.938684,447949.334753,-214375.278703,321698.268546,181906.041418,1
380866.919207,730479.902114,464115.83083,-294650.02159,437144.279992,302921.290992,687649.296618,-329244.020041,493091.671081,284949.384789,1
485586.42942,942614.585557,596365.116477,-371780.886881,574258.630908,389826.739036,897576.701115,-427796.491183,643693.060929,378081.085595,1
434662.39912,839187.161172,529333.14137,-332613.184377,506502.80995,348918.166001,797422.170842,-381677.147696,573127.496762,331950.637677,1
1304818.121308,2549124.209233,1622523.104854,-1013359.180462,1571976.529047,1050557.417344,2428340.741698,-1157492.460132,1738560.166502,1040083.385627,1
274944.816704,526455.137058,330665.413263,-207638.378446,313102.992919,219461.939265,499029.577784,-238745.106605,359012.780231,203639.475088,1
428600.838048,830328.565827,521958.370238,-325352.846959,503139.417128,344807.887651,792631.591925,-378574.733939,569934.277383,330770.029015,1
170350.914556,327684.794462,202951.081634,-122515.164232,195122.407043,136265.543322,314600.617939,-148552.802004,226261.248442,127528.904437,1
355438.855286,687171.349026,433345.31231,-268962.81927,415406.148287,284441.350765,654466.215481,-311478.209898,469515.054328,272283.880573,1
450193.726032,875466.552155,552306.062242,-341648.538384,534172.739711,361546.289556,836277.992076,-397517.223825,599774.983549,352292.353593,1
1121211.058251,2191764.242106,1393793.016629,-867481.788383,1351938.430772,902679.522881,2090175.977936,-995036.406807,1496144.415088,894968.422437,1
1424588.760051,2785986.377137,1772395.230937,-1105209.145999,1719543.321897,1147425.700788,2656386.241663,-1265613.028522,1901706.37479,1138880.699241,1
260398.044499,501018.653832,313502.926149,-193052.329256,299819.762211,207792.705448,477997.23443,-226925.054326,343466.395546,195838.335185,1
266584.822573,515375.034996,322655.951239,-197289.222129,310811.138271,213239.717244,493011.303946,-233341.607384,353889.901021,204019.787544,1
70204.713643,129844.298692,74822.025341,-42581.756993,70564.281771,55347.969496,126894.905289,-59398.401169,92888.592084,44429.892828,1
1153767.728103,2255261.625538,1433231.072617,-891827.486433,1390624.578717,929320.36745,2151691.454004,-1024626.126355,1540597.478533,920373.392804,1
310041.370011,598972.723728,376039.65159,-231473.653976,361041.071325,248084.178,571783.419299,-271421.251329,410365.070323,236625.671559,1
665677.168689,1288217.173379,815360.061761,-513358.487159,780990.197619,534569.059495,1223206.662816,-585617.009258,878239.702449,512856.312867,1
391874.627701,760685.676602,478409.108066,-294616.863411,461741.804665,314218.996649,727401.635095,-345379.882292,521815.36593,303960.401062,1
435930.338052,845563.757593,532988.784182,-329195.935874,513854.197911,349706.139544,807526.015788,-383841.343302,579200.493032,337669.863161,1
716204.199454,1391795.601189,881876.763975,-550268.203159,849954.031133,575614.396463,1325374.780404,-632062.043442,950197.211733,559737.735161,1
322976.362603,626504.864296,391883.281531,-238783.571637,379405.420107,259485.965217,601359.089677,-284885.389075,431731.06496,249385.490082,1
151475.217723,280220.581899,174506.722882,-110703.466461,157023.179948,117767.760981,261074.19106,-124812.27763,188270.678986,98656.184058,1
389455.162111,755977.051575,475025.484286,-291775.500952,458979.953381,312777.254733,723390.301948,-343287.423261,518964.041461,302106.56123,1
129814.377873,244022.462577,148872.380998,-89328.57184,139204.851237,102490.848771,233240.111604,-110028.046085,168357.145695,88821.011792,1
341537.94532,660593.470987,414084.246239,-253727.597541,398954.276415,273890.934057,632188.673661,-299898.659738,453848.407293,261452.301821,1
1563032.677289,3056512.004308,1941030.468871,-1209749.753727,1885056.558177,1260088.604888,2917000.971262,-1390312.601577,2089696.943256,1248736.162817,1
495974.031905,965227.121495,607193.42567,-372961.476979,588871.797729,398633.114102,924748.968714,-438839.870697,663362.021798,388303.229983,1
369061.170971,709904.100151,446109.368139,-277306.714099,425449.669858,294570.524018,675175.656925,-321500.845313,485034.186784,277789.842146,1
1868446.942237,3654547.760735,2321767.909424,-1448271.269938,2255321.134238,1507059.472826,3487507.419993,-1662987.059103,2498487.538141,1494022.61635,1
228218.426939,437069.160923,271109.949114,-165025.596344,258654.55253,182113.174976,418142.724031,-198018.059005,300858.382639,168219.303107,1
1586274.093979,3103680.481432,1972484.497316,-1227584.559311,1916246.782312,1278634.242399,2962040.355238,-1410592.861884,2120831.466928,1269829.56196,1
501766.823799,974037.06793,613326.615945,-378158.31777,592462.322327,402909.793793,931011.954981,-442264.516885,667883.230313,389837.730562,1
347565.290523,670144.935554,420137.882439,-258489.347649,402668.366931,277522.520908,639408.367967,-303284.633587,459067.874374,263582.707632,1
125497.980121,239941.568494,143911.740407,-81319.603557,139579.517289,99678.373241,234733.840304,-108903.932148,169338.601494,90524.232941,1
