@relation 'AT: marketing_survey-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute 0.367v11+0.328v6+0.325v5+0.314v13+0.299v12... numeric
@attribute -0.555v3-0.448v4+0.316v11-0.313v2-0.283v5... numeric
@attribute -0.428v12+0.411v8-0.331v13-0.31v2+0.308v9... numeric
@attribute -0.398v2-0.371v10+0.366v6-0.344v9+0.321v5... numeric
@attribute -0.434v1-0.416v7+0.402v4-0.375v2+0.341v10... numeric
@attribute -0.723v14+0.326v11-0.323v13+0.286v12+0.252v7... numeric
@attribute '0.646v1-0.439v7+0.39 v5-0.237v3-0.196v8...' numeric
@attribute -0.427v4-0.419v1+0.365v2+0.355v10+0.337v6... numeric
@attribute 0.488v7-0.434v8+0.404v10+0.334v14-0.317v12... numeric
@attribute '0.55 v9-0.481v11-0.42v8+0.267v7+0.263v12...' numeric
@attribute -0.525v13+0.363v14-0.361v10+0.314v6+0.273v9... numeric
@attribute '0.503v5-0.366v6-0.356v13+0.295v12+0.29 v14...' numeric
@attribute '-0.48v11+0.43 v12+0.366v6+0.36 v10-0.273v5...' numeric
@attribute v15 numeric

@data
-0.9312,0.572471,0.704374,1.424251,-0.408382,0.30403,-0.221755,0.882059,-0.52573,-0.026884,0.648491,0.469554,-0.493485,1
-0.80806,-1.864879,0.85588,0.235606,-0.264148,0.905828,0.858583,1.477371,-0.052685,-0.533289,0.811261,-1.309146,1.465639,2
-0.19532,0.897448,-1.357746,0.103443,0.265305,0.326316,-0.558796,-0.910464,-1.466866,0.199593,0.547396,0.308875,1.701998,3
2.520449,1.064457,-1.69142,1.874869,-0.210672,-1.163698,-0.753047,-2.237369,0.148388,-1.248208,1.979738,0.082812,0.411361,2
1.366995,-0.158337,2.079268,-0.915415,-0.370394,-3.761356,0.388794,-1.006621,-0.376551,0.117733,1.009028,0.650478,-0.00946,1
-1.422703,-1.118411,0.508507,-1.069203,1.110897,-0.868759,0.5019,-0.310264,-0.213783,0.266377,0.341577,-0.235608,-0.025348,2
-0.344829,1.490937,0.681094,-1.562913,-0.199299,-0.85768,-0.147495,0.042728,-1.290808,-0.92882,-0.154167,-0.125005,1.003734,1
-0.267731,1.259313,0.709068,0.72101,-0.107973,0.357569,0.210524,-0.473527,0.079361,-0.723773,-0.014564,-0.370371,0.10289,2
0.370588,-0.167452,-0.133134,0.137299,-0.029114,0.582453,-1.371616,-0.345321,-0.216134,0.903274,1.06423,0.289458,-1.006805,2
-1.110495,1.077954,0.635736,0.631871,0.984521,0.526127,-0.422161,-0.263673,0.479574,-0.448777,0.608042,0.37682,-0.356336,1
-1.055584,1.1135,-0.838322,0.280109,-0.586403,0.543737,-1.19655,0.330874,-0.572101,0.157627,1.172285,0.401243,-0.568549,1
-0.522616,0.229657,-0.200595,0.132912,-1.050727,-0.132464,-1.188775,-0.303434,0.355951,-0.354723,-0.931824,-0.338537,0.27894,1
-1.675638,0.002064,-0.394305,-0.443027,-0.839781,0.829587,0.382541,-0.607624,-0.736384,0.010147,-0.56457,-0.217279,-0.466533,2
-1.373688,-1.082578,-0.34258,0.243743,0.216869,-2.917718,1.255515,-1.660563,1.472475,-1.07942,0.61461,0.584161,0.854907,3
0.716526,0.401445,-0.525355,0.664708,-0.183227,1.563188,-0.331621,0.254511,-1.628033,-0.024748,1.127397,-1.228685,2.817368,2
0.804766,-0.915136,2.218213,0.456201,0.565282,-1.237064,0.853167,-0.295068,-1.451059,0.881423,-0.537083,-0.449419,-1.257889,1
1.216648,0.770625,0.706372,0.656775,0.38472,0.533067,-0.848285,0.099606,-1.14952,2.684373,1.088486,0.846274,0.819713,2
-1.292342,0.135389,1.27016,0.026431,0.26407,-1.164502,0.516472,-0.42466,0.738665,0.29985,0.579258,0.049854,0.258073,2
0.626971,-0.033602,0.281503,-0.040226,0.204033,-0.783539,1.076969,-0.7457,1.01205,0.148648,0.18171,-0.870691,0.994546,2
-1.350508,-0.662366,-0.149623,-0.094505,-0.241651,0.181838,-0.677693,-0.702833,-0.362067,0.436943,0.994643,-0.118224,1.101488,3
-0.749133,-0.927859,-0.032062,0.962356,0.685394,1.116656,-0.061986,0.037243,0.585535,-0.254258,-0.348831,-1.265012,0.653556,2
-0.214149,0.334347,0.098573,0.014651,1.299883,0.628943,-0.312849,0.81345,-1.297167,-0.360064,-0.439344,0.617313,0.576206,1
-1.821534,0.012444,-0.916634,0.6722,0.97653,-0.150801,0.300778,-0.310995,0.225287,-0.479154,-0.388658,-0.074318,0.027015,2
-2.673897,0.570483,0.088421,0.395956,-0.338657,-1.802141,-0.809812,0.157179,-0.51,-0.8152,0.231914,0.566353,-0.159887,2
-1.384263,0.123957,0.284073,0.039515,-0.498677,-0.693162,0.208509,0.07606,0.387776,0.08997,0.753198,0.873037,0.7087,2
-0.517288,0.943167,2.677864,0.614991,-1.54672,-0.576086,0.011167,-0.874287,-0.099636,-1.421404,0.309205,0.908569,0.064389,2
-0.564225,1.360007,0.200824,0.337707,0.041153,-0.512334,-0.514341,0.915396,1.290022,1.064979,0.472982,0.916088,-0.412387,2
-1.79523,0.907419,0.353986,-0.743409,-0.90128,0.076917,0.926934,-0.484409,0.083375,0.943384,0.330446,0.029431,0.674806,2
1.747904,-1.982554,0.914999,-0.05262,-0.318668,0.544233,1.104448,-1.183394,2.441504,1.861458,-0.302627,1.838138,-0.930142,2
-0.79845,0.881114,0.514512,0.497401,0.474883,0.685296,0.220821,-0.951993,0.902082,-0.238503,0.693277,-0.703382,0.326066,5
-1.468014,-0.244593,0.327611,0.205537,0.707012,0.598789,-0.518197,1.092576,0.298682,0.219821,-0.127206,-0.532453,-0.746715,1
2.39419,1.757418,-1.000662,-1.636618,1.062213,-2.786412,1.445747,0.586279,1.709755,-0.155067,1.218865,-0.057293,-1.383408,1
-1.180141,-0.152682,0.219076,0.038031,-1.293556,-0.00686,0.666552,-0.427195,0.333318,-0.150482,0.331874,-1.381745,0.034271,2
-0.013235,0.63074,0.740662,-0.057329,0.280143,-0.367439,-0.195542,0.5809,0.106561,0.771795,2.98337,-0.427533,-0.836251,3
0.19818,0.327503,0.07239,-0.985539,-0.489433,0.68049,-2.128902,1.183907,2.709541,0.564684,-1.136435,1.122474,0.66481,3
-0.066498,0.139527,0.489409,-0.682702,-0.711898,-0.117056,0.118693,-1.665579,-0.414696,2.57467,0.541907,-0.864532,0.138073,2
-0.157407,0.585073,0.474695,0.413218,-0.223705,0.345288,-0.768559,-0.980849,0.047106,0.001458,-0.418292,0.263789,0.622498,2
-0.710448,0.142812,-1.866784,0.914985,-0.866549,-0.058721,0.068265,-1.54135,-0.291994,1.514482,0.918505,0.326548,1.560314,1
1.049249,0.44715,-0.239378,-1.089034,-2.09291,0.265742,0.106065,0.091326,-0.421458,-3.084806,-0.292029,-0.805042,-0.56859,2
-0.142137,0.826006,-1.14476,-0.662351,-0.250412,0.576007,0.413898,-0.695633,0.527541,-0.058589,-0.119038,-0.313715,0.707462,3
-1.515297,0.784106,0.828234,-0.14562,0.701861,-0.099175,-0.981529,-0.222414,-0.228656,-0.736881,0.181254,0.836913,0.094616,2
-0.176433,-0.083268,-0.636419,0.036645,0.086114,0.113363,-0.248221,-0.641901,-1.272582,-0.968979,0.795779,-0.305335,0.155982,2
0.041601,0.453049,-1.810845,-0.678823,-0.337105,-1.142572,0.098263,-1.254397,-0.576201,-0.840128,-0.016654,-0.440841,0.377617,1
-0.18683,0.957096,-0.358969,-0.113453,-0.439511,0.457639,-0.353742,-0.214418,-0.542703,-0.652476,0.239859,0.39518,0.202748,2
-0.265439,0.27997,-0.336631,1.3905,0.978094,-1.587142,-0.600814,0.729891,-0.487594,-0.196174,-1.447969,-1.673293,-0.870199,1
0.15785,-0.649027,1.775464,1.15501,-1.225676,-0.432288,-1.185156,-1.656578,1.130696,0.692054,-0.615785,0.854854,-0.134225,2
0.263158,-0.296487,-0.414048,1.461626,1.204091,-0.516159,0.512697,0.949399,-0.318145,-0.790903,0.002218,2.112029,0.264894,2
-0.262335,1.956418,-0.664822,-0.87152,-0.292365,0.703444,1.204984,-1.045309,-0.1269,0.666944,1.14236,-0.551132,-2.571373,1
2.758151,0.555557,0.244208,2.122086,-1.368665,0.008482,-1.252141,0.276527,-1.369696,-0.379197,-1.84276,-0.384362,2.991089,3
-1.331114,-0.101015,-0.0223,-0.50639,0.316663,0.15943,-0.028307,-0.518298,0.201025,-0.04257,0.198454,0.633044,-0.108868,3
-0.549935,-0.215873,0.560548,-0.850179,0.286317,-0.830105,0.344663,0.230403,-0.670078,-0.582529,0.253398,-0.740933,-0.104545,2
-0.979085,1.303308,-0.134029,0.090904,0.003096,1.174851,-0.580317,-0.660162,-0.78876,0.167021,0.475173,-1.00004,-0.123777,1
-1.304858,-0.350779,0.682626,0.997925,0.259815,-0.465445,0.033796,-1.388773,1.20141,0.200213,-0.562108,1.613691,0.159045,2
0.70242,0.377956,0.786949,0.487874,0.695506,0.301623,0.457522,-0.308504,0.377881,-0.864839,-0.408462,-0.191292,0.33633,3
-0.642155,-1.485574,1.229318,0.048949,0.788143,0.94628,-1.018646,0.270839,0.114568,0.533325,-0.120717,0.475191,0.206508,1
-1.485263,-0.360724,0.546146,-1.187546,-0.148664,-0.025646,-1.098173,1.648048,-0.501319,0.608059,0.296669,-0.713362,-0.117532,1
1.112722,-2.27971,-0.455307,0.286046,1.341412,-1.534153,-1.439571,-0.33034,0.496762,-0.150989,0.328968,-0.994649,0.126941,3
0.628869,-1.307915,0.261401,0.580244,-0.806366,1.244059,-1.717127,-0.19933,2.390397,-0.545308,0.035546,-0.862001,0.307702,2
0.160776,-2.42409,-0.753512,-0.264186,1.023261,-0.447179,-0.652992,-1.564837,1.256718,-0.310334,1.855984,-1.293424,0.031715,3
-0.885295,-0.088084,-1.13672,0.557092,-0.698134,-0.474674,1.022862,-0.942643,0.029475,-1.174093,0.592917,-0.173185,-0.160287,3
-0.1684,0.454701,-0.692022,-0.269468,-1.270546,-0.311375,0.477354,-0.201545,0.77587,-0.780519,0.951789,-0.827485,0.591177,3
-0.782769,-0.576686,-0.415263,0.575683,-0.810404,0.409579,0.205314,0.534837,0.045733,0.527718,0.936058,-0.372797,-0.299159,1
-2.154952,1.108373,0.02495,0.041989,0.461437,1.094831,-0.525465,0.345441,-0.812985,-0.528117,1.120418,-0.267739,-0.509404,2
-1.190016,0.855004,1.005135,0.589215,-0.735223,-0.607017,-1.809972,0.103133,0.045819,-0.461063,-0.38288,-0.821415,-0.582242,3
0.567676,-0.38505,2.005886,-2.22422,1.458489,0.356164,0.686224,0.873603,0.981418,1.680691,-0.761878,0.005279,0.327575,2
-0.565179,-0.177369,0.256426,-1.249812,-0.588488,-0.097388,1.261981,0.691941,-0.55391,2.314518,-0.449355,-1.369404,-0.973832,1
0.502637,1.198849,0.07336,-1.804781,1.647817,-0.614272,2.333281,-0.108821,0.088973,1.477795,-0.965895,0.41865,-0.103671,2
0.767279,-0.596884,-0.328281,0.257168,-1.093591,0.793095,0.803528,-0.94182,-0.800941,-0.262148,0.488886,0.077684,-0.079363,1
-0.34462,-0.911057,-0.695922,-0.04528,1.135103,-0.657743,0.429574,-0.916213,-0.252281,-0.288128,0.830158,1.07791,0.374699,3
-1.399935,0.078448,-0.07143,-0.25671,0.271852,0.512091,0.379662,1.043813,0.294705,-0.813913,-0.479496,-1.210883,0.769539,2
-0.854116,1.684193,0.381308,0.79015,0.588345,0.123741,-0.621423,0.137622,-0.430829,0.607682,0.350212,0.405825,0.078298,2
0.113064,0.457983,0.228732,0.681047,0.323606,-0.420603,-0.035884,-0.082419,-0.558948,0.166568,-1.378043,0.424547,1.046735,2
-0.8685,1.042194,0.243211,-0.753136,0.849011,0.513706,0.982835,0.64476,-0.151833,-0.12096,-0.371848,-0.65605,-0.760097,2
-1.67572,0.948631,0.046358,-0.046484,-0.098481,-1.304143,-0.383759,-0.536044,-1.517956,0.168492,-0.39727,-0.806351,0.104804,2
-0.707765,0.474896,-1.292136,-0.068129,-0.386725,-0.720871,0.795415,-0.912747,-0.075595,0.004459,0.577404,-0.213417,0.972976,2
0.150919,-1.834343,0.472679,1.682177,0.357545,0.513152,2.349374,-0.519668,0.976949,0.115739,-0.967774,0.227253,-0.782946,1
-1.42631,-1.685823,0.784061,0.875351,1.128774,0.822245,-0.144445,-1.652638,0.079592,0.255485,-0.456609,-0.608601,0.532346,1
2.500366,-1.34542,-1.807577,1.604292,0.353323,0.119348,-0.563417,-0.930385,-1.173817,1.752717,-2.002282,1.289218,-0.799742,1
0.524063,-0.499795,-0.955302,0.28722,-1.003638,-0.156241,-1.075891,-0.841177,-0.748619,1.750375,1.268182,1.069717,1.013407,2
0.669001,1.574417,-1.843366,1.239865,-0.646075,-0.227727,-0.770418,-0.25603,-2.024275,0.709557,-1.729581,0.997171,0.067101,2
-2.401482,-0.441575,0.636449,0.963967,1.051161,0.59644,-0.526195,0.076832,-0.824148,-0.483658,0.210636,-0.132947,0.595089,3
-0.916543,-1.166495,-0.942851,0.658866,-0.163084,0.059198,1.181281,-0.391561,-0.886439,0.496226,0.30121,-0.110702,0.589907,3
-0.01559,1.166558,0.273242,0.107422,1.309014,0.493205,-0.746395,0.664393,-0.102894,0.085112,-0.72597,-0.843825,-0.510444,2
-1.601438,1.169571,0.54429,-0.047059,-1.216733,0.127227,0.391247,-0.665008,1.124424,0.028576,-0.706387,-0.602757,-0.074242,1
-0.455056,0.707636,-0.924733,-0.152093,-0.510961,0.229564,-0.763784,0.283139,0.873156,-0.607487,-1.240309,0.487147,-0.491336,1
-0.489796,1.328936,-0.815603,-0.502027,0.014846,0.609372,-0.753111,-0.733519,0.867079,0.438092,-0.45661,0.608458,-0.090048,2
2.096073,-0.820277,0.933635,1.151554,-0.299738,1.6333,-0.05581,2.637152,0.035569,-0.313805,-0.175636,-0.018188,-0.28529,3
-0.656488,-1.00515,0.751627,0.309913,-0.660187,-0.17977,1.100479,1.437041,-0.474651,-0.015765,-0.480756,1.425211,-0.766236,3
0.771617,-1.859716,1.311625,1.903019,-0.929623,1.82905,-0.290253,1.956144,-0.436797,-0.461154,0.514502,0.26781,-0.108339,3
0.744562,0.258881,1.943996,-1.521736,-0.883424,0.551442,-1.68901,-2.078799,0.601399,-0.115555,-0.453044,1.059496,-0.637072,2
-1.511334,-0.226698,0.178937,0.496253,-0.319219,1.02161,-1.855045,0.075394,0.110384,-0.018975,-0.111564,-0.391602,-0.212328,2
-1.315855,1.275824,2.918621,-0.321242,-1.528125,-0.349386,-0.56864,-0.873959,-0.481278,-0.313797,0.217909,-0.277043,0.66732,1
-1.504595,0.60634,0.211384,-0.125592,-0.322822,-0.241428,0.059923,0.000643,0.544683,0.078011,-0.135525,-0.473555,-0.324906,2
-1.265838,0.24381,1.295248,0.329435,0.801202,0.343571,-1.396405,-0.697954,-0.197029,0.645175,-1.373355,0.386251,-0.117126,1
-0.857401,1.102071,0.444721,0.101827,0.464917,0.596746,0.188528,-0.640668,0.727738,-1.263111,-0.34835,0.601603,0.484702,1
-0.79839,1.16055,0.493693,0.667618,0.028347,-0.395403,0.662708,0.759531,0.422106,-0.300595,-1.344016,0.057549,-0.444743,1
0.368663,0.183461,-1.092171,0.431607,-0.589586,-0.489597,1.018461,-0.158514,0.873466,-0.896793,-0.849133,0.372165,-0.079026,2
-1.531663,1.097553,-0.129697,0.407219,-0.068987,0.910855,-1.182564,0.239666,0.808262,0.906379,0.918393,0.795386,0.236251,1
-1.346613,0.831727,0.239962,1.038774,0.02565,0.138669,-1.058836,0.664426,0.441886,-0.730809,0.312556,-0.518439,0.810921,1
0.804895,-0.572277,-0.432806,0.084518,0.338664,-0.078524,-0.196802,0.041594,0.158661,-1.239738,-1.080248,-0.021263,0.009864,1
-1.228468,-0.098441,-0.087035,-1.204994,0.020542,0.484028,0.821119,-0.109839,0.368899,-0.085884,-1.396028,-0.32834,-0.265717,2
-0.610952,-0.100879,-0.081774,-0.198207,0.339767,1.730253,1.381374,-0.630087,0.635607,-0.556834,-0.867426,0.486706,0.012294,3
0.172098,-0.709541,-0.142139,0.680078,-0.407728,1.801676,0.762709,-0.465325,0.396969,1.032831,-0.503716,-0.291365,0.316761,2
-0.143799,-0.761252,-0.652637,0.68536,-0.467008,0.002807,0.829046,-0.540244,0.130533,-0.242569,-1.207213,-0.146103,-0.06866,1
-2.334266,-0.516977,-0.208772,-0.048912,-0.222651,-0.589327,-0.280809,-0.219963,0.337425,0.665115,-0.019297,-0.537476,-0.546527,2
-1.354024,0.495339,0.42332,0.008083,-1.505788,-0.25967,0.761767,-0.664743,0.960827,0.579726,0.176268,1.076848,0.574391,2
2.321038,-0.436522,-2.88452,-2.375584,-2.082488,1.104671,2.151274,-0.18399,1.976119,-1.002798,-0.42783,1.374657,0.190071,2
-0.871256,1.078178,-0.901556,-1.517776,-0.828594,0.880999,3.217226,-0.320718,1.837214,0.362872,-1.149475,0.448666,1.357759,3
0.549922,0.270224,-2.164959,-4.558161,-1.819732,1.356729,1.909593,0.363808,0.90464,-1.434797,-1.152326,-0.343144,-0.449071,2
-0.785934,0.273584,0.414253,-0.975941,0.265127,0.370551,-0.292141,-0.372951,-0.904778,0.252857,-0.613413,-0.063847,-0.39163,1
-1.289179,-0.455697,-0.822462,-0.469303,-1.475407,0.264007,0.366084,-0.458465,0.450197,-0.818969,0.219646,-0.747974,-0.675909,2
-0.578615,-0.37046,-0.849544,0.666319,0.31229,-0.715826,1.209695,0.21774,0.184452,0.499103,0.577865,0.749761,-0.574855,2
-0.717476,1.128854,0.441986,-0.332193,-0.016086,-0.231486,-0.272476,-0.983342,1.021042,-0.134458,0.716195,0.758904,-0.582416,2
1.631427,0.456899,-1.640804,-0.346359,0.094286,0.990562,0.11702,-2.407418,0.00783,-1.069197,1.511778,0.653805,0.692209,2
-0.332205,1.411092,-1.833864,-0.414227,0.771266,-0.180429,0.609214,0.195639,0.926252,-1.31302,0.79915,0.335371,-1.167701,2
0.134628,1.639372,-2.469466,-0.642789,0.442368,1.716195,0.025073,-0.326441,-0.562149,0.071407,2.446481,0.360086,0.021045,2
-0.072039,0.235317,1.161927,-0.131854,-0.87683,-0.177792,-0.042824,-0.317058,1.250982,-0.934565,0.894849,0.20071,-0.163531,2
-1.194298,-0.286783,0.538653,0.825372,1.191242,0.260955,-0.742516,-0.411351,0.627701,-0.566109,0.236324,0.253505,0.389758,1
-0.253781,0.202279,2.422462,-0.784708,-0.717694,0.591419,-2.429815,-0.925503,0.316538,-0.0207,-1.774385,0.82321,-1.01345,1
-0.583811,0.671428,0.5928,0.279086,0.881049,0.081561,0.256379,-0.057798,-0.172609,1.280375,-1.592222,-0.752254,0.257721,1
0.078519,-0.170253,1.674589,-0.747138,-0.739955,-0.483058,-0.75502,-0.90504,-0.135741,-0.866755,-0.854638,0.05223,-0.04333,2
-1.866589,-0.028323,0.012317,1.112497,0.329151,-0.501927,-0.300781,0.362691,0.989301,0.340383,0.728899,1.194285,0.366332,3
-1.002412,0.386274,-0.556672,-0.288103,1.111499,-0.385432,0.609577,-0.298115,0.015937,0.160651,-0.630043,0.366954,-0.080903,3
1.252455,1.849719,-1.947612,0.85226,-1.183865,0.001394,-0.143234,-0.464386,-1.022432,0.956854,-1.538102,-0.66653,1.612978,2
-1.367787,1.166442,-1.474462,0.422968,0.62075,0.036577,-0.571926,-0.908605,-1.289888,0.671249,0.091348,0.527744,1.825728,2
0.661349,1.420121,-2.924987,2.467558,0.29771,-0.677901,-1.538943,0.684842,-0.591547,-0.321656,0.290292,-1.011945,1.167236,1
2.464872,-1.710013,0.791941,-0.096869,-0.355987,0.287839,-2.83228,-2.423792,0.713079,-1.137232,-1.438362,-0.603799,0.714474,2
-0.241724,-1.861653,-0.252981,-0.77806,0.06207,-0.49868,1.055928,0.24146,-0.21611,-1.181117,0.040594,-0.946754,0.23045,3
0.202154,-3.010535,1.045499,-1.076291,1.164353,-1.06718,-0.501065,-1.861181,-1.726247,-1.219684,0.077762,0.012638,0.798674,2
-0.838789,0.267541,-1.021727,0.127866,0.922254,-0.044165,-0.260819,-0.18877,0.135201,-0.775242,-0.17226,-0.510917,1.61992,2
0.13296,-0.297733,-0.643165,0.403637,-0.696427,-0.949006,0.241572,0.487872,-0.016663,0.136429,-0.043625,0.611137,-0.525257,1
0.086743,-0.144193,-0.022239,-0.197143,-0.702919,0.34849,1.163859,0.65473,0.312236,-0.443,-0.236022,-0.076663,0.820399,2
-1.811235,-0.91299,0.48625,0.272104,0.314409,-0.242826,0.935627,0.438887,-0.02661,-0.708429,-0.03304,0.533884,0.337432,1
1.167002,0.51668,1.286275,0.818029,-2.732541,0.50585,-1.674101,-1.117512,0.277624,-1.232431,0.010102,1.515893,0.192105,2
-0.26933,0.423101,-1.524493,0.243283,-1.191372,0.122328,0.760663,-0.746392,0.452282,-0.294212,0.292764,0.896334,0.068778,2
1.126924,1.288013,1.126868,-0.906276,-1.713603,0.8777,-1.854429,-0.78,0.510344,-0.586033,-0.929392,1.270406,0.465248,1
-0.613873,1.361994,-1.379818,0.873962,0.340382,-4.338375,-0.239773,1.009458,0.856326,1.101394,-0.386566,-0.176743,-0.791057,3
1.453951,1.265702,-3.50968,0.92828,0.414004,0.628867,-1.732505,0.277498,-0.828102,0.376562,-0.17028,0.127011,-1.453705,3
0.730654,1.222351,-2.771814,0.80412,-2.240705,-2.207494,-1.406674,-0.462435,1.200322,-1.221533,0.335029,0.106973,-2.137699,2
-0.181951,1.616867,-2.279677,-0.118606,-0.221305,2.381472,-0.221717,-2.214307,-0.900235,-0.047825,0.354586,-0.045689,-0.502768,1
-1.170169,-0.114368,-0.360626,-1.033746,0.371123,-1.185944,-0.213861,-0.78872,-0.138974,-0.888949,0.899315,0.256663,0.623709,2
-0.405078,-0.914488,0.77132,-0.74995,0.303259,-0.796342,-0.068244,0.153749,0.322473,-0.228624,-0.748429,-0.313066,0.65335,3
2.01732,1.440043,0.243992,1.837685,-3.314537,-2.168588,-1.196922,0.672455,2.15085,1.145958,0.442349,-0.979861,0.236193,1
1.976633,2.199365,-1.944995,3.324446,-0.659122,1.444762,-0.188442,-0.125934,-0.526342,0.141808,0.477786,-1.808047,-0.113861,1
3.072311,0.451062,-1.107177,2.6743,-2.22637,-1.018232,-1.722028,0.869321,3.166565,-0.252578,0.906887,-0.531921,-1.379784,3
0.85898,2.40557,-1.327932,0.941143,1.482608,1.533399,-0.9488,-0.691756,0.062002,-0.448879,0.58987,0.793881,0.118053,2
0.080921,-0.445849,0.072532,-1.06022,-0.765354,-0.736394,1.342759,-0.210231,-0.386968,-0.382377,1.495052,-0.094168,0.855252,3
-0.225394,0.831403,-0.440835,0.408387,-0.901992,-0.31554,-0.406334,-0.697566,-0.527271,-0.733662,0.951862,0.560355,-0.062975,3
0.579197,0.220662,-0.652464,-0.510691,0.488983,-0.904122,-0.694021,0.338485,-0.953581,-0.44113,1.571336,0.455439,-0.022282,3
0.631,-0.757918,-1.166244,-0.776203,0.730246,0.374396,-0.099273,-0.145462,0.032265,-0.079669,-0.158145,0.894245,-0.26331,1
-1.381825,-1.078905,0.092656,-1.173879,0.298068,0.584309,0.454819,0.795909,-0.432624,-0.534173,0.469318,-0.429247,-0.090481,2
-0.465245,-2.024898,-0.249245,2.111883,0.859398,-0.243889,0.792043,-0.867989,-0.211477,0.920783,-1.519432,0.962781,-1.323017,3
-0.645919,-0.968658,0.348542,0.913535,2.09738,1.223338,-0.96089,-1.186634,0.202273,0.069425,-0.180629,-0.095741,0.663069,2
0.388556,-2.680383,-0.635313,0.879621,1.430244,0.403929,1.929935,0.04248,-0.227743,0.284593,-2.075455,-0.20317,0.229971,1
-2.228288,-0.371334,0.19295,0.834281,0.937113,-0.553077,-0.734776,0.380933,0.773523,-0.061945,-0.641169,0.121546,-0.24982,2
-1.679944,0.600654,-0.233566,1.565265,-1.124038,0.691714,1.05483,-0.397503,0.478051,-0.202647,-0.013615,-0.532741,0.272031,1
-0.833605,0.222421,0.997446,0.122662,-1.123834,-0.257342,0.113831,0.350097,1.366733,-0.325463,0.921144,0.341105,0.115478,3
-2.032944,-1.209048,0.145673,0.06865,0.373243,0.240234,-0.028216,-0.269956,-0.069842,0.831813,-0.629761,-0.597835,-0.850417,2
-0.294552,-0.170005,-0.73769,0.623142,0.846054,0.594757,-0.071685,0.95699,0.892581,-0.040374,-0.088118,0.999483,-0.809157,2
0.341455,1.008605,-0.828182,1.077478,0.508174,0.524287,0.149113,0.274066,0.684301,0.110985,-0.255443,-0.737574,0.4602,2
0.995655,1.807597,-2.273912,-0.860308,0.395611,2.256857,1.078237,-0.661549,-1.077986,0.204239,0.485346,0.266219,-0.015609,2
0.856644,2.090868,1.007382,-0.810916,-1.746575,0.48824,-2.454574,-2.003497,0.218238,-1.123036,-0.638393,-0.325024,-1.695831,2
1.475883,1.811449,-1.060653,0.719108,-0.744698,1.464195,-2.048049,-2.200331,1.73897,0.12978,0.759528,0.626613,0.042218,2
0.422487,-1.805255,0.257317,-2.367367,-2.743726,-0.273613,-1.686402,1.326311,-0.393265,-1.732612,0.481486,-0.17173,0.783905,1
-2.182897,-1.202021,-0.75148,-1.189888,-1.796079,1.076273,-0.517859,1.089202,-0.760589,0.390235,0.779748,0.58522,0.199356,1
-0.356298,-1.713921,-1.291518,-2.253663,-0.816975,0.416857,-2.366996,1.143592,-0.088069,0.230965,1.614857,1.062401,0.254766,1
-0.626083,-0.998966,0.746142,-0.23167,-0.518655,-0.745877,-1.199936,0.180662,0.217813,0.918878,1.632326,0.796087,-0.127274,2
-1.478089,0.191467,0.647683,-0.881234,-0.614339,-0.01442,0.484437,0.286639,-0.271089,-0.484244,-0.078617,1.515183,-0.87392,2
-2.285693,-0.752084,0.329532,0.569517,0.679297,0.634954,-0.527645,0.438845,-0.95833,-0.314013,0.411007,0.117929,0.421539,3
-0.883541,-1.316836,-0.800706,0.785614,0.506836,-0.13074,-0.369201,0.976652,-1.18118,0.640596,1.022909,0.529186,0.081984,3
0.100199,0.856049,-0.033675,-0.287028,0.93715,0.531719,-0.747845,1.026407,-0.237077,0.254757,-0.525598,-0.592948,-0.683994,2
-1.642831,1.249655,0.768822,0.21354,-0.695841,0.013001,-0.383269,-0.161909,1.044145,0.015938,-0.445723,-0.408252,-0.241428,1
0.906005,1.938485,-2.439311,0.355721,-0.289037,1.636132,-0.497285,-1.51041,0.502802,-0.860576,-0.913442,0.640203,0.209438,1
3.101482,-1.35566,0.500543,-0.2431,-0.31196,1.661235,-1.570948,-0.562213,2.975316,-0.613223,0.87924,-2.220517,0.37292,2
2.979898,-0.077622,-1.668712,0.288278,0.352592,2.329052,-1.501649,1.63099,-0.59078,-0.876508,1.475132,-1.270575,1.216755,3
1.611852,-3.022167,1.993091,0.461119,-0.914272,0.399016,-1.205971,-0.065961,2.201396,0.704715,0.127082,-1.825947,1.072262,3
-1.232378,-1.137256,-0.425878,-0.321908,-0.959228,1.088114,-0.371925,-1.021335,0.030312,-0.251419,-0.920729,-0.275717,-0.251676,3
-0.753489,-0.097952,-0.296749,-0.576448,1.030531,0.413461,0.274758,-0.801168,0.638081,0.526712,0.705727,0.115319,-0.910588,2
-2.18961,-0.11377,-0.874551,0.603944,0.000645,0.867551,0.72597,-0.777166,-0.185486,-0.330662,-0.313551,-1.476094,0.383511,2
-2.481508,0.567047,0.651885,0.231103,-0.39507,-0.201252,0.962005,0.608689,-0.098953,0.760421,1.393035,-0.803496,0.095218,1
-1.620384,0.916849,0.518301,0.268858,0.049042,-0.279942,0.061373,-0.36137,0.678865,-0.091634,-0.335896,-0.724432,-0.151356,2
