@relation CreditRating

@attribute OBS# numeric
@attribute CHK_ACCT {0,1,2,3}
@attribute DURATION numeric
@attribute HISTORY {0,1,2,3,4}
@attribute NEW_CAR {0,1}
@attribute USED_CAR {0,1}
@attribute FURNITURE {0,1}
@attribute RADIO/TV {0,1}
@attribute EDUCATION {0,1}
@attribute RETRAINING {0,1}
@attribute AMOUNT numeric
@attribute SAV_ACCT {0,1,2,3,4}
@attribute EMPLOYMENT {0,1,2,3,4}
@attribute INSTALL_RATE numeric
@attribute MALE_DIV {0,1}
@attribute MALE_SINGLE {0,1}
@attribute MALE_MAR_or_WID {0,1}
@attribute CO-APPLICANT {0,1}
@attribute GUARANTOR {0,1}
@attribute PRESENT_RESIDENT {0,1,2,3,4}
@attribute REAL_ESTATE {0,1}
@attribute PROP_UNKN_NONE {0,1}
@attribute AGE numeric
@attribute OTHER_INSTALL {0,1}
@attribute RENT {0,1}
@attribute OWN_RES {0,1}
@attribute NUM_CREDITS numeric
@attribute JOB {0,1,2,3}
@attribute NUM_DEPENDENTS numeric
@attribute TELEPHONE {0,1}
@attribute FOREIGN {0,1}
@attribute RESPONSE {0,1}

@data
649,2,24,2,1,0,0,0,0,0,947,0,3,4,0,1,0,0,0,3,0,1,38,1,0,0,1,2,2,0,0,0
650,0,12,2,0,0,0,0,1,0,684,0,2,4,0,1,0,0,0,4,0,0,40,0,1,0,1,1,2,0,0,0
652,1,12,2,0,0,1,0,0,0,1922,0,2,4,0,1,0,0,0,2,0,0,37,0,0,1,1,1,1,0,0,0
653,0,24,2,1,0,0,0,0,0,2303,0,4,4,0,1,0,1,0,1,1,0,45,0,0,1,1,2,1,0,0,0
654,1,36,3,1,0,0,0,0,0,8086,1,4,2,0,1,0,0,0,4,0,0,42,0,0,1,4,3,1,1,0,0
657,1,12,2,1,0,0,0,0,0,888,0,4,4,0,1,0,0,0,4,0,0,41,1,0,1,1,1,2,0,0,0
662,0,12,2,1,0,0,0,0,0,900,4,2,4,0,0,1,0,0,2,0,0,23,0,0,1,1,2,1,0,0,0
669,0,12,4,1,0,0,0,0,0,4843,0,4,3,0,1,0,1,0,4,0,0,43,0,1,0,2,2,1,1,0,0
675,3,21,3,0,0,0,0,0,1,2580,2,1,4,0,1,0,0,0,2,1,0,41,1,0,1,1,1,2,0,0,0
678,1,72,2,0,0,0,1,0,0,5595,1,2,2,0,0,1,0,0,2,0,0,24,0,0,1,1,2,1,0,0,0
701,3,12,2,0,0,1,0,0,0,1123,2,2,4,0,0,0,0,0,4,0,0,29,0,1,0,1,1,1,0,0,0
702,0,48,4,0,1,0,0,0,0,6331,0,4,4,0,1,0,0,0,4,0,1,46,0,0,0,2,2,1,1,0,0
707,1,48,2,1,0,0,0,0,0,6560,1,3,3,0,1,0,0,0,2,0,0,24,0,0,1,1,2,1,0,0,0
708,1,12,0,0,0,1,0,0,0,2969,0,1,4,0,0,0,0,0,3,0,0,25,0,1,0,2,2,1,0,0,0
712,0,6,1,0,0,0,0,1,0,1198,0,4,4,0,0,0,0,0,4,0,1,35,0,0,0,1,2,1,0,0,0
715,1,60,2,1,0,0,0,0,0,14027,0,3,4,0,1,0,0,0,2,0,1,27,0,0,1,1,3,1,1,0,0
721,2,9,0,0,0,0,1,0,0,1337,0,1,4,0,1,0,0,0,2,0,0,34,0,0,1,2,3,1,1,0,0
722,1,6,1,0,0,0,0,1,0,433,3,1,4,0,0,0,0,0,2,0,0,24,1,1,0,1,2,2,0,0,0
723,0,12,2,1,0,0,0,0,0,1228,0,2,4,0,0,0,0,0,2,1,0,24,0,0,1,1,1,1,0,0,0
725,3,27,2,1,0,0,0,0,0,2570,0,2,3,0,0,0,0,0,3,1,0,21,0,1,0,1,2,1,0,0,0
728,0,18,2,0,0,0,1,0,0,1882,0,2,4,0,0,0,0,0,4,0,0,25,1,1,0,2,2,1,0,0,0
729,1,48,1,0,0,0,0,0,1,6416,0,4,4,0,0,0,0,0,3,0,1,59,0,1,0,1,2,1,0,0,0
732,0,24,2,0,0,0,1,0,0,1987,0,2,2,0,1,0,0,0,4,1,0,21,0,1,0,1,1,2,0,0,0
737,1,24,2,0,1,0,0,0,0,11560,0,2,1,0,0,0,0,0,4,0,0,23,0,1,0,2,3,1,0,0,0
740,1,30,0,0,0,0,0,0,1,4280,1,2,4,0,0,0,0,0,4,0,0,26,0,1,0,2,1,1,0,0,0
748,0,12,2,1,0,0,0,0,0,1274,0,1,3,0,0,0,0,0,1,1,0,37,0,0,1,1,1,1,0,0,0
752,0,18,2,1,0,0,0,0,0,976,0,1,1,0,0,0,0,0,2,0,0,23,0,0,1,1,1,1,0,0,0
755,3,12,3,0,0,0,0,0,0,1555,3,4,4,0,1,0,0,0,4,0,1,55,0,0,0,2,2,2,0,0,0
756,0,24,2,1,0,0,0,0,0,1285,4,3,4,0,0,0,0,0,4,0,1,32,0,1,0,1,2,1,0,0,0
758,2,15,4,0,0,0,1,0,0,1271,4,2,3,0,1,0,0,0,4,0,1,39,0,0,0,2,2,1,1,0,0
760,0,12,4,1,0,0,0,0,0,691,0,4,4,0,1,0,0,0,3,0,0,35,0,0,1,2,2,1,0,0,0
762,0,18,4,0,0,1,0,0,0,2124,0,2,4,0,0,0,0,0,4,1,0,24,0,1,0,2,2,1,0,0,0
764,3,21,4,1,0,0,0,0,0,12680,4,4,4,0,1,0,0,0,4,0,1,30,0,0,0,1,3,1,1,0,0
767,0,30,2,0,0,1,0,0,0,3108,0,1,2,1,0,0,0,0,4,0,0,31,0,0,1,1,1,1,0,0,0
772,0,36,4,0,0,0,0,1,0,8065,0,2,3,0,0,0,0,0,2,0,1,25,0,0,1,2,3,1,1,0,0
776,0,24,2,1,0,0,0,0,0,1371,4,2,4,0,0,0,0,0,4,1,0,25,0,1,0,1,2,1,0,0,0
781,1,39,4,0,0,0,1,0,0,4933,0,3,2,0,1,0,0,1,2,1,0,25,0,0,1,2,2,1,0,0,0
784,1,12,2,1,0,0,0,0,0,836,1,1,4,0,0,0,0,0,2,0,0,23,1,0,1,1,1,1,0,0,0
789,1,48,3,0,0,0,0,1,0,6224,0,4,4,0,1,0,0,0,4,0,1,50,0,0,0,1,2,1,0,0,0
790,0,40,4,0,0,0,0,1,0,5998,0,2,4,0,1,0,0,0,3,0,1,27,1,0,1,1,2,1,1,0,0
791,1,21,2,0,0,0,0,0,1,1188,0,4,2,0,0,0,0,0,4,0,0,39,0,0,1,1,2,2,0,0,0
797,0,18,2,0,1,0,0,0,0,7511,4,4,1,0,1,0,0,0,4,0,0,51,0,0,0,1,2,2,1,0,0
806,0,36,2,1,0,0,0,0,0,9271,0,3,2,0,1,0,0,0,1,0,0,24,0,0,1,1,2,1,1,0,0
810,1,15,0,1,0,0,0,0,0,1778,0,1,2,0,0,0,0,0,1,1,0,26,0,1,0,2,0,1,0,0,0
813,0,36,4,0,1,0,0,0,0,9629,0,3,4,0,1,0,0,0,4,0,0,24,0,0,1,2,2,1,1,0,0
814,0,48,2,0,0,0,0,0,0,3051,0,2,3,0,1,0,0,0,4,0,0,54,0,0,1,1,2,1,0,0,0
815,0,48,2,1,0,0,0,0,0,3931,0,3,4,0,1,0,0,0,4,0,1,46,0,0,0,1,2,2,0,0,0
820,0,18,2,0,0,0,1,0,0,1345,0,2,4,0,0,1,0,0,3,1,0,26,1,0,1,1,2,1,0,0,0
823,0,36,2,0,0,1,0,0,0,2712,0,4,2,0,1,0,0,0,2,0,0,41,1,0,1,1,2,2,0,0,0
827,0,18,4,1,0,0,0,0,0,3966,0,4,1,0,0,0,0,0,4,1,0,33,1,1,0,3,2,1,1,0,0
828,3,18,0,0,0,0,0,0,1,4165,0,2,2,0,1,0,0,0,2,0,0,36,1,0,1,2,2,2,0,0,0
829,0,36,2,0,1,0,0,0,0,8335,4,4,3,0,1,0,0,0,4,0,1,47,0,0,0,1,2,1,0,0,0
832,0,18,2,1,0,0,0,0,0,1216,0,1,4,0,0,0,0,0,3,0,0,23,0,1,0,1,2,1,1,0,0
833,0,45,0,0,0,0,0,0,1,11816,0,4,2,0,1,0,0,0,4,0,0,29,0,1,0,2,2,1,0,0,0
835,2,15,2,0,0,0,1,0,0,2327,0,1,2,0,0,0,0,0,3,1,0,25,0,0,1,1,1,1,0,0,0
836,0,12,0,1,0,0,0,0,0,1082,0,2,4,0,1,0,0,0,4,0,0,48,1,0,1,2,2,1,0,0,0
841,0,36,2,0,0,1,0,0,0,5179,0,3,4,0,1,0,0,0,2,0,0,29,0,0,1,1,2,1,0,0,0
843,3,18,2,0,0,0,0,0,0,1943,0,1,4,0,0,0,0,0,4,1,0,23,0,0,1,1,2,1,0,0,0
847,3,18,2,1,0,0,0,0,0,6761,4,2,2,0,1,0,0,0,4,0,0,68,0,1,0,2,2,1,0,0,0
850,0,12,2,0,0,0,1,0,0,709,0,4,4,0,1,0,0,0,4,1,0,57,1,0,1,1,1,1,0,0,0
851,0,20,4,1,0,0,0,0,0,2235,0,2,4,0,0,1,0,1,2,0,0,33,1,1,0,2,2,1,0,1,0
854,0,18,1,1,0,0,0,0,0,1442,0,3,4,0,1,0,0,0,4,0,1,32,0,0,0,2,1,2,0,0,0
859,0,15,2,1,0,0,0,0,0,3959,0,2,3,0,0,0,0,0,2,0,0,29,0,0,1,1,2,1,1,0,0
862,3,18,3,0,0,0,0,0,1,2169,0,2,4,0,0,1,0,0,2,0,0,28,0,0,1,1,2,1,1,0,0
863,0,24,2,0,0,0,1,0,0,2439,0,1,4,0,0,0,0,0,4,1,0,35,0,0,1,1,2,1,1,0,0
865,3,10,2,0,0,1,0,0,0,2210,0,2,2,0,1,0,0,0,2,1,0,25,1,1,0,1,1,1,0,0,0
879,0,9,2,1,0,0,0,0,0,1422,0,1,3,0,1,0,0,0,2,0,1,27,0,0,0,1,3,1,1,0,0
885,1,24,2,0,0,1,0,0,0,4057,0,3,3,1,0,0,0,0,3,0,0,43,0,0,1,1,2,1,1,0,0
886,0,12,2,0,0,0,0,1,0,795,0,1,4,0,0,0,0,0,4,0,0,53,0,0,1,1,2,1,0,0,0
888,1,48,2,0,0,0,0,0,1,15672,0,2,2,0,1,0,0,0,2,0,0,23,0,0,1,1,2,1,1,0,0
900,0,18,2,0,0,1,0,0,0,4153,0,2,2,0,1,0,1,0,3,0,0,42,0,0,1,1,2,1,0,0,0
901,0,16,4,1,0,0,0,0,0,2625,0,4,2,0,1,0,0,1,4,0,0,43,1,1,0,1,2,1,1,0,0
912,1,24,4,0,0,1,0,0,0,4736,0,1,2,0,0,0,0,0,4,0,0,25,1,0,1,1,1,1,0,0,0
915,0,24,1,0,0,0,0,0,1,3161,0,2,4,0,1,0,0,0,2,0,0,31,0,1,0,1,2,1,1,0,0
916,1,48,0,0,0,0,0,0,0,18424,0,2,1,0,0,0,0,0,2,0,0,32,1,0,1,1,3,1,1,1,0
918,0,6,2,1,0,0,0,0,0,14896,0,4,1,0,1,0,0,0,4,0,1,68,1,0,1,1,3,1,1,0,0
919,0,24,2,0,0,1,0,0,0,2359,1,0,1,1,0,0,0,0,1,0,0,33,0,0,1,1,2,1,0,0,0
920,0,24,2,0,0,1,0,0,0,3345,0,4,4,0,1,0,0,0,2,0,0,39,0,1,0,1,3,1,1,0,0
923,0,9,2,0,0,0,1,0,0,1366,0,1,3,0,0,0,0,0,4,0,0,22,0,1,0,1,2,1,0,0,0
925,0,24,1,0,0,1,0,0,0,6872,0,1,2,1,0,0,0,0,1,0,0,55,1,0,1,1,2,1,1,0,0
926,0,12,1,1,0,0,0,0,0,697,0,1,4,0,1,0,0,0,2,0,0,46,1,0,1,2,2,1,1,0,0
928,0,48,2,0,1,0,0,0,0,10297,0,3,4,0,1,0,0,0,4,0,1,39,1,0,0,3,2,2,1,0,0
932,1,9,2,0,0,0,1,0,0,1670,0,1,4,0,0,0,0,0,2,0,0,22,0,0,1,1,2,1,1,0,0
936,1,30,3,0,0,0,1,0,0,1919,1,1,4,0,1,0,0,0,3,0,1,30,1,0,1,2,3,1,0,0,0
937,2,9,2,0,0,0,1,0,0,745,0,2,3,0,0,0,0,0,2,1,0,28,0,0,1,1,1,1,0,0,0
939,1,60,2,0,0,0,0,1,0,6288,0,2,4,0,1,0,0,0,4,0,1,42,0,0,0,1,2,1,0,0,0
947,0,24,1,0,0,1,0,0,0,3349,2,1,4,0,1,0,0,0,4,0,1,30,0,0,0,1,2,2,1,0,0
949,3,18,2,0,0,1,0,0,0,1533,0,1,4,0,0,1,1,0,1,0,0,43,0,0,1,1,1,2,0,0,0
950,3,24,2,0,0,0,1,0,0,3621,1,4,2,0,1,0,0,0,4,0,0,31,0,0,1,2,2,1,0,0,0
952,0,36,3,0,0,0,0,0,1,2145,0,3,2,0,1,0,0,0,1,0,0,24,0,0,1,2,2,1,1,0,0
953,1,24,2,0,1,0,0,0,0,4113,2,1,3,0,0,0,0,0,4,0,0,28,0,1,0,1,2,1,0,0,0
954,3,36,2,0,0,1,0,0,0,10974,0,0,4,0,0,0,0,0,2,0,0,26,0,0,1,2,3,1,1,0,0
959,0,28,2,1,0,0,0,0,0,4006,0,2,3,0,1,0,0,0,2,0,0,45,0,0,1,1,1,1,0,0,0
964,3,24,2,0,0,0,1,0,0,2397,2,4,3,0,1,0,0,0,2,0,0,35,1,0,1,2,2,1,1,0,0
967,1,27,4,0,0,0,1,0,0,2520,2,2,4,0,1,0,0,0,2,0,0,23,0,0,1,2,1,1,0,0,0
973,0,24,1,1,0,0,0,0,0,1193,0,0,1,0,0,0,1,0,4,0,1,29,0,1,0,2,0,1,0,0,0
974,0,60,2,0,0,0,0,0,1,7297,0,4,4,0,1,0,1,0,4,0,1,36,0,1,0,1,2,1,0,0,0
979,3,24,3,1,0,0,0,0,0,2538,0,4,4,0,1,0,0,0,4,0,0,47,0,0,1,2,1,2,0,0,0
980,1,15,1,1,0,0,0,0,0,1264,1,2,2,0,0,1,0,0,2,0,0,25,0,1,0,1,2,1,0,0,0
981,1,30,4,0,0,1,0,0,0,8386,0,3,2,0,1,0,0,0,2,0,0,49,0,0,1,1,2,1,0,0,0
982,3,48,2,0,0,0,0,0,1,4844,0,0,3,0,1,0,0,0,2,0,0,33,1,1,0,1,3,1,1,0,0
984,0,36,2,0,1,0,0,0,0,8229,0,2,2,0,1,0,0,0,2,0,0,26,0,0,1,1,2,2,0,0,0
999,0,45,2,0,0,0,1,0,0,1845,0,2,4,0,1,0,0,0,4,0,1,23,0,0,0,1,2,1,1,0,0
1,0,6,4,0,0,0,1,0,0,1169,4,4,4,0,1,0,0,0,4,1,0,67,0,0,1,2,2,1,1,0,1
3,3,12,4,0,0,0,0,1,0,2096,0,3,2,0,1,0,0,0,3,1,0,49,0,0,1,1,1,2,0,0,1
4,0,42,2,0,0,1,0,0,0,7882,0,3,2,0,1,0,0,1,4,0,0,45,0,0,0,1,2,2,0,0,1
6,3,36,2,0,0,0,0,1,0,9055,4,2,2,0,1,0,0,0,4,0,1,35,0,0,0,1,1,2,1,0,1
7,3,24,2,0,0,1,0,0,0,2835,2,4,3,0,1,0,0,0,4,0,0,53,0,0,1,1,2,1,0,0,1
8,1,36,2,0,1,0,0,0,0,6948,0,2,2,0,1,0,0,0,2,0,0,35,0,1,0,1,3,1,1,0,1
9,3,12,2,0,0,0,1,0,0,3059,3,3,2,1,0,0,0,0,4,1,0,61,0,0,1,1,1,1,0,0,1
13,1,12,2,0,0,0,1,0,0,1567,0,2,1,0,0,0,0,0,1,0,0,22,0,0,1,1,2,1,1,0,1
15,0,15,2,1,0,0,0,0,0,1403,0,2,2,0,0,0,0,0,4,0,0,28,0,1,0,1,2,1,0,0,1
17,3,24,4,0,0,0,1,0,0,2424,4,4,4,0,1,0,0,0,4,0,0,53,0,0,1,2,2,1,0,0,1
18,0,30,0,0,0,0,0,0,1,8072,4,1,2,0,1,0,0,0,3,0,0,25,1,0,1,3,2,1,0,0,1
20,3,24,2,0,0,0,1,0,0,3430,2,4,3,0,1,0,0,0,2,0,0,31,0,0,1,1,2,2,1,0,1
21,3,9,4,1,0,0,0,0,0,2134,0,2,4,0,1,0,0,0,4,0,0,48,0,0,1,3,2,1,1,0,1
22,0,6,2,0,0,0,1,0,0,2647,2,2,2,0,1,0,0,0,3,1,0,44,0,1,0,1,2,2,0,0,1
23,0,10,4,1,0,0,0,0,0,2241,0,1,1,0,1,0,0,0,3,1,0,48,0,1,0,2,1,2,0,1,1
24,1,12,4,0,1,0,0,0,0,1804,1,1,3,0,1,0,0,0,4,0,0,44,0,0,1,1,2,1,0,0,1
25,3,10,4,0,0,1,0,0,0,2069,4,2,2,0,0,1,0,0,1,0,0,26,0,0,1,2,2,1,0,1,1
26,0,6,2,0,0,1,0,0,0,1374,0,2,1,0,1,0,0,0,2,1,0,36,1,0,1,1,1,1,1,0,1
27,3,6,0,0,0,0,1,0,0,426,0,4,4,0,0,1,0,0,4,0,0,39,0,0,1,1,1,1,0,0,1
28,2,12,1,0,0,0,1,0,0,409,3,2,3,0,0,0,0,0,3,1,0,42,0,1,0,2,2,1,0,0,1
29,1,7,2,0,0,0,1,0,0,2415,0,2,3,0,1,0,0,1,2,1,0,34,0,0,1,1,2,1,0,0,1
31,1,18,2,0,0,0,0,0,1,1913,3,1,3,0,0,1,0,0,3,1,0,36,1,0,1,1,2,1,1,0,1
32,0,24,2,0,0,1,0,0,0,4020,0,2,2,0,1,0,0,0,2,0,0,27,1,0,1,1,2,1,0,0,1
33,1,18,2,1,0,0,0,0,0,5866,1,2,2,0,1,0,0,0,2,0,0,30,0,0,1,2,2,1,1,0,1
34,3,12,4,0,0,0,0,0,1,1264,4,4,4,0,1,0,0,0,4,0,1,57,0,1,0,1,1,1,0,0,1
35,2,12,2,0,0,1,0,0,0,1474,0,1,4,0,0,0,0,0,1,0,0,33,1,0,1,1,3,1,1,0,1
37,3,48,4,0,0,0,0,1,0,6110,0,2,1,0,1,0,0,0,3,0,1,31,1,0,0,1,2,1,1,0,1
39,2,10,2,0,0,0,0,0,0,1225,0,2,2,0,1,0,0,0,2,0,0,37,0,0,1,1,2,1,1,0,1
40,1,9,2,0,0,0,1,0,0,458,0,2,4,0,1,0,0,0,3,1,0,24,0,0,1,1,2,1,0,0,1
41,3,30,2,0,0,0,1,0,0,2333,2,4,4,0,1,0,0,0,2,0,0,30,1,0,1,1,3,1,0,0,1
42,1,12,2,0,0,0,1,0,0,1158,2,2,3,1,0,0,0,0,1,0,0,26,0,0,1,1,2,1,1,0,1
43,1,18,3,0,0,0,0,0,0,6204,0,2,2,0,1,0,0,0,4,1,0,44,0,0,1,1,1,2,1,0,1
44,0,30,4,0,1,0,0,0,0,6187,1,3,1,0,0,1,0,0,4,0,0,24,0,1,0,2,2,1,0,0,1
46,3,11,4,1,0,0,0,0,0,1393,0,1,4,0,0,0,0,0,4,0,0,35,0,0,1,2,3,1,0,0,1
47,3,36,2,0,0,0,1,0,0,2299,2,4,4,0,1,0,0,0,4,0,0,39,0,0,1,1,2,1,0,0,1
48,0,6,2,0,1,0,0,0,0,1352,2,0,1,0,0,0,0,0,2,0,0,23,0,1,0,1,0,1,1,0,1
49,3,11,4,1,0,0,0,0,0,7228,0,2,1,0,1,0,0,0,4,0,0,39,0,0,1,2,1,1,0,0,1
50,3,12,2,0,0,0,1,0,0,2073,1,2,4,0,0,0,1,0,2,1,0,28,0,0,1,1,2,1,0,0,1
51,1,24,3,0,0,1,0,0,0,2333,4,1,4,0,1,0,0,0,2,0,0,29,1,0,1,1,1,1,0,0,1
52,1,27,3,0,1,0,0,0,0,5965,0,4,1,0,1,0,0,0,2,0,0,30,0,0,1,2,3,1,1,0,1
53,3,12,2,0,0,0,1,0,0,1262,0,2,3,0,1,0,0,0,2,0,0,25,0,0,1,1,2,1,0,0,1
54,3,18,2,0,1,0,0,0,0,3378,4,2,2,0,1,0,0,0,1,0,0,31,0,0,1,1,2,1,1,0,1
56,3,6,1,1,0,0,0,0,0,783,4,2,1,0,1,0,0,1,2,1,0,26,1,0,1,1,1,2,0,0,1
58,3,36,4,0,0,0,1,0,0,9566,0,2,2,0,0,0,0,0,2,0,0,31,1,0,1,2,2,1,0,0,1
59,2,18,2,1,0,0,0,0,0,1961,0,4,3,0,0,0,0,0,2,0,0,23,0,0,1,1,3,1,0,0,1
61,1,9,2,0,0,0,0,0,1,1391,0,2,2,0,0,1,0,0,1,1,0,27,1,0,1,1,2,1,1,0,1
62,1,15,4,0,0,0,1,0,0,1537,4,4,4,0,1,0,0,1,4,1,0,50,0,0,1,2,2,1,1,0,1
65,3,24,2,0,0,0,1,0,0,3181,0,1,4,0,0,0,0,0,4,0,0,26,0,0,1,1,2,1,1,0,1
66,3,27,2,0,0,0,0,0,0,5190,4,4,4,0,1,0,0,0,4,0,0,48,0,0,1,4,2,2,1,0,1
67,3,12,2,0,0,0,1,0,0,2171,0,1,2,0,0,0,0,0,2,0,0,29,1,0,1,1,2,1,0,0,1
68,1,12,2,1,0,0,0,0,0,1007,3,2,4,0,0,1,0,0,1,1,0,22,0,0,1,1,2,1,0,0,1
70,3,36,2,0,0,0,1,0,0,2394,4,2,4,0,0,0,0,0,4,0,0,25,0,0,1,1,2,1,0,0,1
71,3,36,2,0,1,0,0,0,0,8133,0,2,1,0,0,0,0,0,2,0,0,30,1,0,1,1,2,1,0,0,1
72,3,7,4,0,0,0,1,0,0,730,4,4,4,0,1,0,0,0,2,0,0,46,0,1,0,2,1,1,1,0,1
73,0,8,4,0,0,0,0,0,0,1164,0,4,3,0,1,0,0,0,4,0,1,51,1,0,0,2,3,2,1,0,1
74,1,42,4,0,0,0,0,0,1,5954,0,3,2,0,0,0,0,0,1,1,0,41,1,0,1,2,1,1,0,0,1
76,0,12,4,0,1,0,0,0,0,1526,0,4,4,0,1,0,0,0,4,0,1,66,0,0,0,2,3,1,0,0,1
78,1,11,3,0,0,0,1,0,0,4771,0,3,2,0,1,0,0,0,4,0,0,51,0,0,1,1,2,1,0,0,1
79,3,54,0,0,1,0,0,0,0,9436,4,2,2,0,1,0,0,0,2,0,0,39,0,0,1,1,1,2,0,0,1
80,1,30,2,0,0,1,0,0,0,3832,0,1,2,0,0,1,0,0,1,0,0,22,0,0,1,1,2,1,0,0,1
82,3,15,2,0,0,0,1,0,0,1213,2,4,4,0,1,0,0,0,3,0,0,47,1,0,1,1,2,1,1,0,1
83,3,18,2,0,0,0,0,0,1,1568,1,2,3,0,0,0,0,0,4,0,0,24,0,1,0,1,1,1,0,0,1
84,0,24,2,0,0,0,0,0,0,1755,0,4,4,0,0,0,0,1,4,1,0,58,0,0,1,1,1,1,1,0,1
85,0,10,2,0,0,0,1,0,0,2315,0,4,3,0,1,0,0,0,4,1,0,52,0,0,1,1,1,1,0,0,1
86,3,12,4,0,0,0,0,0,1,1412,0,2,4,0,0,0,0,1,2,1,0,29,0,0,1,2,3,1,1,0,1
87,1,18,4,0,0,1,0,0,0,1295,0,1,4,0,0,0,0,0,1,0,0,27,0,0,1,2,2,1,0,0,1
89,0,18,2,1,0,0,0,0,0,2249,1,3,4,0,1,0,0,0,3,0,0,30,0,0,1,1,3,2,1,0,1
91,3,12,4,0,0,0,1,0,0,618,0,4,4,0,1,0,0,0,4,1,0,56,0,0,1,1,2,1,0,0,1
92,0,12,4,0,1,0,0,0,0,1409,0,4,4,0,1,0,0,0,3,1,0,54,0,0,1,1,2,1,0,0,1
94,2,24,4,0,0,1,0,0,0,3617,4,4,4,0,1,0,1,0,4,0,1,20,0,1,0,2,2,1,0,0,1
95,1,12,2,1,0,0,0,0,0,1318,3,4,4,0,1,0,0,0,4,1,0,54,0,0,1,1,2,1,1,0,1
97,3,12,4,0,0,0,0,1,0,2012,4,3,4,0,0,0,0,0,2,0,0,61,0,0,1,1,2,1,0,0,1
98,1,18,2,0,0,0,0,0,1,2622,1,2,4,0,1,0,0,0,4,0,0,34,0,0,1,1,2,1,0,0,1
99,1,36,4,0,0,0,1,0,0,2337,0,4,4,0,1,0,0,0,4,1,0,36,0,0,1,1,2,1,0,0,1
100,1,20,3,0,1,0,0,0,0,7057,4,3,3,0,1,0,0,0,4,0,0,36,1,1,0,2,3,2,1,0,1
101,3,24,2,1,0,0,0,0,0,1469,1,4,4,0,0,1,0,0,4,1,0,41,0,1,0,1,1,1,0,0,1
102,1,36,2,0,0,0,1,0,0,2323,0,3,4,0,1,0,0,0,4,0,0,24,0,1,0,1,2,1,0,0,1
103,3,6,3,0,0,0,1,0,0,932,0,2,3,0,0,0,0,0,2,1,0,24,0,0,1,1,2,1,0,0,1
104,1,9,4,0,0,1,0,0,0,1919,0,3,4,0,1,0,0,0,3,0,0,35,0,1,0,1,2,1,1,0,1
105,3,12,2,0,1,0,0,0,0,2445,4,1,2,0,0,1,0,0,4,0,0,26,0,1,0,1,2,1,1,0,1
108,1,12,2,1,0,0,0,0,0,6078,0,3,2,0,1,0,0,0,2,0,0,32,0,0,1,1,2,1,0,0,1
109,0,24,2,0,0,1,0,0,0,7721,4,1,1,0,0,0,0,0,2,0,0,30,0,0,1,1,2,1,1,1,1
110,1,14,2,0,0,0,0,0,1,1410,2,4,1,0,0,1,0,0,2,1,0,35,0,0,1,1,2,1,1,0,1
111,1,6,3,0,0,0,0,0,1,1449,1,4,1,1,0,0,0,0,2,0,0,31,1,0,1,2,2,2,0,0,1
112,2,15,2,0,0,0,0,1,0,392,0,1,4,0,0,0,0,0,4,0,0,23,0,1,0,1,2,1,1,0,1
113,1,18,2,1,0,0,0,0,0,6260,0,3,3,0,1,0,0,0,3,1,0,28,0,1,0,1,1,1,0,0,1
115,0,12,2,0,0,0,1,0,0,1680,2,4,3,0,0,1,0,0,1,1,0,35,0,0,1,1,2,1,0,0,1
116,3,48,4,0,0,0,1,0,0,3578,4,4,4,0,1,0,0,0,1,1,0,47,0,0,1,1,2,1,1,0,1
118,0,10,4,0,0,1,0,0,0,2132,4,1,2,0,0,0,1,0,3,1,0,27,0,1,0,2,2,1,0,1,1
120,1,12,4,1,0,0,0,0,0,2366,2,3,3,1,0,0,0,0,3,0,0,36,0,0,1,1,3,1,1,0,1
122,3,24,4,0,1,0,0,0,0,3868,0,4,4,0,0,0,0,0,2,0,0,41,0,1,0,2,3,1,1,0,1
123,3,12,2,0,0,1,0,0,0,1768,0,2,3,0,1,0,0,0,2,1,0,24,0,1,0,1,1,1,0,0,1
124,2,10,4,1,0,0,0,0,0,781,0,4,4,0,1,0,0,0,4,0,1,63,0,0,0,2,2,1,1,0,1
126,0,12,4,1,0,0,0,0,0,2121,0,2,4,0,1,0,0,0,2,0,0,30,0,0,1,2,2,1,0,0,1
127,0,12,2,0,0,0,1,0,0,701,0,2,4,0,0,1,0,0,2,1,0,40,0,0,1,1,1,1,0,0,1
129,1,12,4,0,1,0,0,0,0,1860,0,0,4,0,1,0,0,0,2,0,0,34,0,0,1,2,3,1,1,0,1
131,1,48,2,1,0,0,0,0,0,8487,4,3,1,0,0,0,0,0,2,0,0,24,0,0,1,1,2,1,0,0,1
133,3,15,2,0,0,1,0,0,0,2708,0,1,2,0,1,0,0,0,3,0,0,27,1,0,1,2,1,1,0,0,1
134,3,18,2,0,0,1,0,0,0,1984,0,2,4,0,1,0,0,0,4,0,1,47,1,0,0,2,2,1,0,0,1
135,3,60,2,0,0,0,1,0,0,10144,1,3,2,0,0,0,0,0,4,1,0,21,0,0,1,1,2,1,1,0,1
136,3,12,4,0,0,0,1,0,0,1240,4,4,4,0,0,0,0,0,2,1,0,38,0,0,1,2,2,1,1,0,1
137,3,27,3,0,1,0,0,0,0,8613,3,2,2,0,1,0,0,0,2,0,0,27,0,0,1,2,2,1,0,0,1
139,1,15,4,0,0,0,1,0,0,2728,4,3,4,0,1,0,0,1,2,1,0,35,1,0,1,3,2,1,1,0,1
